date,feature_index,NO2
2020-06-22T00:00:00.000Z,0,2.036503610725049E-5
2020-08-12T00:00:00.000Z,0,2.3809243430150673E-5
2020-08-07T00:00:00.000Z,0,5.948753096163273E-5
2020-08-09T00:00:00.000Z,0,1.4219246622815263E-5
2020-08-06T00:00:00.000Z,0,2.902423875639215E-5
2020-08-11T00:00:00.000Z,0,2.2234766220208257E-5
2020-08-10T00:00:00.000Z,0,
2020-08-08T00:00:00.000Z,0,4.4003603761666454E-5
2020-08-13T00:00:00.000Z,0,1.6278138446068624E-5
2020-09-12T00:00:00.000Z,0,2.2501833882415667E-5
2020-09-08T00:00:00.000Z,0,3.5570481486502104E-5
2020-09-14T00:00:00.000Z,0,1.633304191273055E-5
2020-09-13T00:00:00.000Z,0,3.030450716323685E-5
2020-09-07T00:00:00.000Z,0,2.4223703803727403E-5
2020-09-10T00:00:00.000Z,0,2.7170401153853163E-5
2020-09-11T00:00:00.000Z,0,6.810461854911409E-6
2020-09-09T00:00:00.000Z,0,2.7958308237430174E-5
2020-10-28T00:00:00.000Z,0,2.5138262571999803E-5
2020-10-25T00:00:00.000Z,0,
2020-10-31T00:00:00.000Z,0,
2020-10-30T00:00:00.000Z,0,
2020-10-27T00:00:00.000Z,0,7.558090146631002E-5
2020-10-26T00:00:00.000Z,0,6.092267722124234E-5
2020-11-01T00:00:00.000Z,0,3.310144893475808E-5
2020-10-29T00:00:00.000Z,0,
2020-12-07T00:00:00.000Z,0,
2020-12-06T00:00:00.000Z,0,
2020-12-11T00:00:00.000Z,0,
2020-12-10T00:00:00.000Z,0,
2020-12-04T00:00:00.000Z,0,
2020-12-08T00:00:00.000Z,0,
2020-12-09T00:00:00.000Z,0,
2020-12-05T00:00:00.000Z,0,
2021-01-13T00:00:00.000Z,0,
2021-01-15T00:00:00.000Z,0,
2021-01-18T00:00:00.000Z,0,
2021-01-14T00:00:00.000Z,0,
2021-01-17T00:00:00.000Z,0,
2021-01-20T00:00:00.000Z,0,
2021-01-16T00:00:00.000Z,0,
2021-01-19T00:00:00.000Z,0,
2021-05-18T00:00:00.000Z,0,4.4059919673600234E-5
2021-05-20T00:00:00.000Z,0,
2021-05-16T00:00:00.000Z,0,
2021-05-17T00:00:00.000Z,0,3.286177889094688E-5
2021-05-14T00:00:00.000Z,0,1.3558399245994224E-5
2021-05-19T00:00:00.000Z,0,
2021-05-15T00:00:00.000Z,0,2.3104245883587282E-5
2021-05-13T00:00:00.000Z,0,
2021-05-06T00:00:00.000Z,0,
2021-05-07T00:00:00.000Z,0,
2021-05-09T00:00:00.000Z,0,2.0157081598881632E-4
2021-05-10T00:00:00.000Z,0,2.033066539297579E-5
2021-05-11T00:00:00.000Z,0,3.8423056139436085E-5
2021-05-05T00:00:00.000Z,0,1.7021706298692152E-5
2021-05-12T00:00:00.000Z,0,2.1022169676143676E-5
2021-05-08T00:00:00.000Z,0,8.372811862500384E-5
