spec_contrast_band6_std,zcr,spec_contrast_band5_mean,label
0.8910899742635979,-0.5329803123879695,-1.2864627517303684,0
-1.6370679323289656,-0.1276520091014228,1.1723405243623137,1
1.1754155569545384,0.09799467520241865,-0.23474207487463847,0
-1.2240492064606097,-0.9269665865692845,-0.1584142133583837,1
0.004007685604277296,1.4202364893109483,-1.3081203978893317,0
-0.19922511729939058,1.162354564392266,0.33841652355108515,1
-0.34349486322672085,-0.2004797749349392,0.2430073234492529,1
1.0014165966082373,0.7104642468842947,-1.9096418420271315,0
1.3123123829941423,1.221452505519465,-1.455821843562625,0
-0.19881988687489666,-0.25002653365773786,0.7112216004497293,1
-1.0442791639266074,-0.8959252437549978,0.6485788429904185,1
-0.5411591991549346,-0.8165310400184669,-0.05673114926431401,1
-0.2256706659439344,-0.0906411772843873,0.6452505695772823,0
1.7317530771929472,0.569584306419456,0.9405478885723104,0
-0.3912629221732913,-0.5425314947923585,0.5361236213361166,1
0.8210115035893574,2.3389408468337622,-1.5010460269734018,0
0.04804421388842818,-0.6977382088637918,0.07422484774381669,1
-0.5318656981972142,-0.8225005290212042,1.1764617762376521,1
0.15387147918516092,0.23350207556478556,-0.4464403891031127,0
1.117617841980502,-0.03393103175828558,-0.7821365811446328,0
-0.05783299463697427,-1.37229046617423,0.22762061059946906,1
-0.4823967271782975,-0.8517510251346709,0.6268963622570997,1
-1.2202998099277715,-0.9932279144997866,1.367211974533843,1
0.8995519001618362,0.1594804119307261,-1.3131518724895703,0
1.0813387558405867,0.09859162410269577,-0.6170646212368899,0
0.35960631603244453,0.5677934597186358,0.21448759302155032,0
-1.6467792510289745,-1.1120207456544504,0.9724223702028609,1
0.5149281330261932,-0.3897125763220338,-0.8599092016471923,0
-0.724095155135605,-1.0565044979289029,0.3772761950791901,1
0.7507827971865981,-0.0261706960547166,0.9824802034132603,0
-1.0324095262672859,-1.1412712417679172,0.46365596067826925,1
-1.0089104250930183,-1.2320074746096683,0.01185361044669715,1
-1.0776193143826727,-0.35688038680691536,1.1741993905587989,1
1.803471147520599,0.64300902115325,-0.02810096766007741,0
-0.45129346490713546,-0.5210413343824721,-0.21416068395303145,1
-0.7929890373925934,-0.8469754339324765,-0.5685423521425141,1
-0.2894644106559409,0.7892615017205599,-0.714713422227324,0
0.6766264415893259,0.6292791964469322,-0.8197154086533261,0
0.9831471199352353,0.3630399869244041,-0.2526864947775884,0
0.6059531186386502,-0.1079526953923562,0.45163795789168065,0
1.8279348026762123,0.8943245081689176,0.7085631490488874,0
1.4579273477554884,1.0316227552321047,-0.021154401793580965,0
0.4749861374079658,-0.4034424010283512,-0.4107883755929101,0
-0.15975900350231162,-0.4058301966294485,0.6756295558298536,1
0.7468263189739099,0.8799977345623231,1.5486143102957914,0
-0.5735349986509086,-0.9556201337824742,0.36217809521937694,1
-0.6848109483827876,-0.4756732179615905,0.7049662014547958,1
0.3215576966360733,-0.06974796577477803,0.23299060450349324,1
-0.5512960504049124,-0.7765354637000572,0.717788532747801,1
0.9549714241576581,0.031136398371650664,-0.8454229877530864,0
-0.9533323414972316,-0.5138779475791688,1.230514413666765,1
0.7592337599370806,2.115085009230741,-0.23285136079289526,0
-0.7775548743550144,-1.0893366874440096,-0.49163536732549346,1
0.3594897818322144,1.1008688276639695,-1.1843726242296773,0
-0.02506577016183068,-0.08825338168329,-0.8544928758462632,0
-0.6972983797203328,-1.0093455348072016,0.2603319462362747,1
-0.7668887872981385,-0.8595113608382396,-0.1789231503410282,1
-0.8074597427636007,-0.91084896626187,-0.06095041808864416,1
0.14186926864648303,0.9205902597809985,-1.7403108203788502,0
-1.0791111145626215,-0.9902431699984124,0.4540976988169482,1
1.392088366923067,0.8000065819255032,-1.1931260273511726,0
-0.6262311955354307,-0.7019168511657091,0.9292059757328803,1
-0.5348281843466177,-0.8087707043148866,0.3391414017480009,1
1.762834007126086,1.409491409106005,0.47117172279193503,0
-1.328184086577694,-1.2666305108256066,0.5973740502372474,1
0.5497836341277584,-0.6141653628253321,-0.12625055970583357,0
-1.4485261534619671,0.24961969587220026,1.5570770387849562,1
0.941435591060552,-0.6637121215481308,0.6959217408487322,1
-0.57092698761231,-0.6571456836451047,0.9810753389853507,1
-0.2675941490085824,-0.8159340911181898,-0.3704550617570294,1
-0.8231699334991458,-1.3084169338448364,0.03571565541683329,1
0.5689683306172022,0.49377179608456523,0.6235406454534751,0
-0.7966935256238791,0.7027039111807261,-0.583382484131735,0
-0.7685206721438688,-0.7717598724978626,0.45514359692112194,1
-0.5106836786034795,-0.4153813790338488,0.5041090428911585,1
1.3283551225449786,0.6358456343499581,0.1614405356291034,0
0.21311470549306102,0.4567609642675413,-0.2822918145834862,0
-1.532099446939852,-1.2743908465291753,0.7842471073105318,1
-0.3241887600269336,-0.4309020504409864,1.3780342416922633,1
-0.3381554042266329,-0.9520384403808225,0.09961006864752378,1
0.6113989607762307,-0.4517952619506072,0.7004148337248254,1
