spec_contrast_band6_std,zcr,spec_contrast_band5_mean,label
-1.2780654475435567,-0.6995290555646118,0.6951678946285227,1
-0.9763259197471562,-0.5210413343824721,0.5235796202318314,1
1.1156363545340815,-0.017216462550593385,0.020290199953440006,0
-0.887667755922647,-0.7628056389937397,0.3060400989204262,1
-0.5205452330320082,-0.7550453032901593,0.2613100828824522,1
-1.420248134971993,-0.7765354637000572,0.637654171328601,1
-1.1625254423980322,-1.1818637669865926,1.4524768947452371,1
0.35561897858903174,0.1732102366370439,0.4221710408637405,0
-0.023488295012375055,0.9522285514955624,-0.9891805522494561,0
-0.8248176540027474,-1.3806477507780872,-0.31293684926051546,1
0.8304869115913395,-0.353895642305541,0.0807560019920664,0
-1.585976009399527,-1.3490094590635235,0.08424871552339501,1
-1.2651500474009851,-0.4655250866569246,1.225790254218904,1
-0.6570530703474992,-0.3915034230228536,0.5998293866677452,1
0.8375081986658285,2.109712469128269,1.9768042148877567,0
0.3145221980737514,0.9647644784013371,0.495474539105973,0
1.0771211922942812,-0.34255361320032085,-0.5207224644409996,0
-1.0984072291166747,-0.13660624260554602,1.0069785115336176,1
-2.059371226219833,0.8937275592686404,-0.4335304591852825,0
0.8194116961018785,-0.10735574649207909,0.05869349806193949,0
-1.5868506249650167,-1.0033760458044527,2.0065614897632114,1
1.1200216136368157,-0.11392218439510501,-0.02208483437332901,0
-1.0779232372010428,-0.2249546798462,0.45707632310682306,1
-0.7372306303183322,1.553356094072218,-1.5627411573829983,0
-0.5410105875964533,-0.42612645923879183,0.8155229164596847,1
0.24176709517680597,0.6059981893362144,0.04287458569269032,0
-1.0493153091720901,-1.3925867287835734,0.6128172253219066,1
-0.7043639254283582,-0.5061176118756001,0.5200821125773493,1
0.04400084257870335,-0.708483289068735,0.07715019458734187,1
-0.9808041625845684,-1.143659037369014,0.12429878646485107,1
1.5109447242650351,0.7373269473966643,0.4155522710503015,0
-0.8317833132534329,-0.7759385147997799,0.32681796418949394,1
-0.6137177774772761,0.9355139822878702,-0.17868341030263707,1
1.0691205306868479,0.6967344221779772,-0.3243866383410757,0
0.9521908450525173,0.31588102380270267,0.334083855926798,0
0.9618225794206616,-0.8899557547522493,-0.20916949353957145,0
0.5616644379560917,1.0656488425477657,-1.1724667666560724,0
-0.9678440977659507,-1.0015851991036326,0.1455312633556161,1
-0.6121313693926118,-0.5962568958170857,0.5355666221513866,1
-1.0194569732350942,-0.6278951875316496,0.15390647792177858,1
-0.938957827596728,-0.7240039604758841,-0.016092891927085292,1
0.31386034878324615,-0.6368494210357728,-0.241446088602237,0
0.03277660948825123,1.409491409106005,-1.9632934332670933,0
-1.6458725581052334,-1.3346826854569287,0.8445597176329929,1
0.5421589678841341,0.04367232527742539,0.1697339621154644,0
0.6601407096606117,0.12485737571478789,-1.1559503212262818,0
0.6458289293278269,-0.08646253498246982,-0.36954858285268316,0
0.8269157677201775,0.9874485366117661,-1.4218181952796416,0
-0.5059674948554937,-0.7944439307082919,0.3230009612605592,1
1.4713454285248353,0.856716727451605,-0.84231776811931,0
-0.029728762341071965,1.7557217712653528,-0.9846042499969797,1
-1.438516149891961,0.6268914008458348,-0.2634710188039049,1
1.0743824355676197,1.3312911031700168,1.8316823801589273,0
0.8328249043611121,0.40184166544225935,0.5334153652636474,0
1.7988093734688864,0.8811916323628658,-1.7195619739541697,0
1.0106670570599485,0.7623988012082021,-0.16488467028063314,0
0.9976915626259696,-0.5723789398061021,-0.5513975682650147,0
-0.5935236593091859,-0.989049272197858,-0.21429454671330325,1
0.62108469879814,-0.7329581939799957,-0.10028323399720873,0
1.4831486782338525,2.2828276502079374,-0.737928887365259,0
-0.28248169761985514,-1.2117112120003364,-0.02334597674882809,1
1.0402541566005912,0.6376364810507783,-0.7886339054849777,0
-1.3789320915015757,-1.4630266990159926,0.5285631366601733,1
0.7090286338484174,-0.20227062163575937,-0.4277213540930774,0
0.556716809977683,0.4131836945474799,0.6873350088914338,0
0.69321165393287,-0.15988724971626372,0.36881770168114986,0
