mean,std,var,skew,kurtosis,rms,zcr,energy_mean,energy_std,amplitude_range,spec_centroid_mean,spec_centroid_std,spec_bandwidth_mean,spec_bandwidth_std,spec_contrast_mean,spec_contrast_std,spec_rolloff_mean,spec_rolloff_std,spec_flatness_mean,spec_flatness_std,chroma_mean,chroma_std,mfcc1_mean,mfcc2_mean,mfcc3_mean,mfcc4_mean,mfcc5_mean,mfcc1_std,mfcc2_std,mfcc3_std,mfcc4_std,mfcc5_std,duration,tempo,onset_rate,autocorr_lag,envelope_mean,envelope_std,label
-0.0013703067,0.110941775,0.012308078,-0.20775049020929262,22.69377149359211,0.11095023,0.016669090757978722,0.0123099545,0.057538725,1.9754028,365.1426467571407,492.05102791484506,530.5946621534573,679.1174155308727,16.526800107824695,4.904390471098849,679.936835106383,1029.8830727281188,0.5968101,0.48945835,0.21050239,0.32193434,-390.05002,53.851448,3.119392,3.7521524,-2.060823,149.2815,68.57152,12.148706,14.72044,11.385321,3.0,156.25,0.79051274,1,0.79051274,2.157706,Buka
-0.0055232616,0.105540805,0.011138861,-0.3006166849129975,29.771000230933236,0.10568523,0.025785405585106384,0.0111693675,0.06007233,1.9606934,680.0786267424824,582.7454120875649,1050.5750704512884,883.2034869803729,18.60667786510718,6.107752005192518,1500.0831117021276,1416.393902233978,0.39598554,0.48665154,0.32249257,0.34673327,-330.24554,68.41559,9.939668,9.038662,8.958776,153.19965,57.645256,22.240398,12.709981,11.8974495,3.0,144.23076923076923,0.8431733,1,0.8431733,1.325144,Buka
-0.0032827836,0.087518364,0.0076594637,-0.15315794022201518,19.168366618684782,0.087579906,0.021624625997340427,0.0076702405,0.03296573,1.9081421,527.3555195489606,414.7370279163183,812.2764997715648,599.9293726551424,17.635494374641453,5.08205757254889,1104.1389627659576,894.8626470083693,0.34159243,0.47301972,0.3170668,0.33139336,-361.51462,88.27177,-5.778254,29.123146,8.765344,180.93166,65.729416,19.296263,24.17624,12.383757,3.0,66.96428571428571,1.117828,1,1.117828,2.0713952,Buka
-0.0014697526,0.13769862,0.01896091,0.3019126077096407,9.57608820486197,0.13770646,0.035982172539893616,0.01896307,0.055572886,1.9420776,741.2092621754842,567.0426938734872,1006.6027054939186,742.4293679485829,18.9726922733828,7.069489785641227,1469.5811170212767,1395.2805523918103,0.267667,0.440819,0.2972392,0.33188134,-315.91483,101.519554,-2.1925724,5.016751,4.234214,159.86557,70.69877,22.759775,15.780847,26.489067,3.0,104.16666666666667,1.162699,1,1.162699,1.9690812,Buka
-0.004139442,0.117240876,0.0137454225,0.3316335040988279,11.088477132334557,0.11731392,0.04858917885638298,0.013762557,0.043695074,1.749115,729.2936295076541,563.8952874617827,873.2477726930904,581.1233797147834,18.551863719618783,7.029697406546676,1365.2759308510638,1154.0283823840164,0.2797314,0.44540736,0.26489806,0.3182065,-322.20453,101.449715,-11.673527,16.152494,-7.2332096,179.70062,65.5611,27.002794,18.483934,19.460783,3.0,93.75,1.206822,1,1.206822,2.3621368,Buka
-0.00041648356,0.09201664,0.008467061,0.08404725622678463,18.785871871634384,0.092017576,0.02766580784574468,0.008467234,0.035969038,1.6838074,498.709600591165,498.683707773731,683.602886621149,626.9749753072858,17.38845665249822,4.720995750764138,872.8390957446809,956.1723744953723,0.43875518,0.4936888,0.24594693,0.3253414,-365.5933,78.35657,-3.599497,15.357084,2.6428196,188.96626,71.40483,20.510653,20.03377,13.436876,3.0,104.16666666666667,1.0907868,1,1.0907868,2.3063784,Buka
-0.0041857357,0.13300776,0.017691065,-0.49496087400182026,11.085369093146593,0.13307361,0.03062666223404255,0.017708585,0.056464944,1.8717346,564.0347514111686,540.3355882229883,752.7640861730499,646.884868944481,17.167959825733266,5.7048290208801005,1097.406914893617,1166.8112571744723,0.3963234,0.48639184,0.22323242,0.31431907,-335.39725,83.14993,-2.042623,15.9478655,-0.41195565,176.98483,69.144066,20.799953,17.756899,11.818368,3.0,64.65517241379311,1.0672293,1,1.0672293,2.3100128,Buka
-0.00097881,0.08212523,0.006744554,-0.48769491532313397,17.01550044709864,0.082131065,0.021084399933510637,0.006745512,0.027324531,1.9778137,398.94862520108165,424.3028689613015,559.2596811956596,545.2805961291174,19.26716220507915,4.876900501977193,687.0844414893617,743.4937125316459,0.46859023,0.4985083,0.1564788,0.2730183,-410.0618,79.589966,-0.2724632,12.864114,-2.4191337,160.92317,77.0187,12.170339,18.706985,21.0963,3.0,117.1875,0.8819465,1,0.8819465,1.8764267,Buka
-0.0008439598,0.09245579,0.0085480735,0.19190488684964066,17.20411181503112,0.09245964,0.01660675698138298,0.008548786,0.03465174,1.9354858,356.86877833683485,422.9092418861098,518.2595344311134,581.3322769333699,17.376639645282342,5.462151483903918,575.0498670212766,712.5615456446071,0.5432395,0.49744502,0.1343301,0.26520634,-420.88577,66.619484,1.4750855,2.3726256,-3.2016711,157.34688,74.31173,9.08464,11.818451,19.339684,3.0,98.6842105263158,0.85717106,1,0.85717106,2.564346,Buka
-0.0049862806,0.15188307,0.023068465,-0.6037507741764124,11.426197107554971,0.1519649,0.025338680186170214,0.02309333,0.07486165,1.8606873,629.511270877375,588.3488419223612,983.0574623609573,857.6443245560644,17.694634977126924,6.4833922126277175,1490.8577127659576,1675.2851753508578,0.39535218,0.48716274,0.29654995,0.3421934,-305.2541,71.43163,6.0174527,15.398756,12.017079,163.38548,59.049965,19.20908,20.025372,13.003174,3.0,104.16666666666667,0.88417214,1,0.88417214,1.4351782,Buka
-0.012053588,0.14562877,0.021207739,-1.1055447163704866,8.077459546438968,0.14612675,0.02547373670212766,0.021353027,0.05803702,1.9871521,503.5062005228486,486.96243117421466,728.3001691638352,643.9883091296931,17.630419295477235,5.491472548557132,937.8324468085107,1012.2347227761687,0.39520973,0.48727486,0.23313926,0.31685138,-327.51514,85.765816,1.7123519,16.783556,4.2515755,161.32918,71.86772,20.371693,21.000715,11.370829,3.0,75.0,1.085505,1,1.085505,2.3467543,Buka
-0.0050885463,0.13178305,0.017366774,-0.41569167083019276,11.986853587992965,0.13188127,0.019229970079787235,0.017392667,0.057851933,1.8883667,335.427675214607,423.9634620211417,468.2850368401149,546.0866716146907,19.269856568854568,4.949375523963453,529.8371010638298,724.5515979807624,0.5540274,0.49624062,0.13236377,0.26273897,-371.25388,67.85293,1.5070584,5.4320197,0.40540013,144.04793,78.14925,18.975748,15.179339,16.036266,3.0,110.29411764705883,0.8420894,1,0.8420894,2.178142,Buka
-0.0077828285,0.08590753,0.007380103,-0.22208104849655336,11.434290235404026,0.08625934,0.039098861369680854,0.0074406746,0.024205904,1.8152161,780.3938802073767,528.2871556021049,1063.2581992253936,684.477155058581,17.532659609051183,6.044287902644536,1602.6429521276596,1204.1298008364777,0.24731815,0.42841405,0.3617764,0.3387734,-305.09927,92.56695,-7.4931054,17.899609,5.236288,157.60185,56.989834,28.402622,22.473513,10.979546,3.0,133.92857142857142,1.2335815,1,1.2335815,2.4569743,Buka
-0.0028140221,0.081947826,0.006715446,-0.18188082934462263,17.21066292658604,0.08199612,0.033514793882978726,0.0067233643,0.027378967,1.8987427,742.0021097713523,349.61309456093863,1114.9487630674646,481.0903900431999,18.07415854562091,5.516698525049988,1641.2898936170213,850.1237262722406,0.14003752,0.3445233,0.42003486,0.31926042,-301.69305,109.48578,-2.6737742,42.858353,12.495211,126.50876,49.970615,18.011827,23.123848,12.6000185,3.0,78.125,1.3166506,1,1.3166506,2.052607,Buka
-0.003384154,0.13800779,0.019046148,-0.1556904474795634,14.235853413863147,0.13804927,0.01920919215425532,0.019057604,0.06944086,1.9056396,385.465812898552,403.35116539182854,617.1878004592753,618.2298084875091,16.863642443638845,5.100189535862346,664.8105053191489,780.5066852430666,0.46901128,0.4981148,0.19718608,0.29877505,-358.9107,77.37775,10.360135,17.886278,5.2854133,139.10744,74.28449,20.225388,20.244314,11.229682,3.0,144.23076923076923,0.8147661,1,0.8147661,1.8731889,Buka
-0.0041389884,0.18779267,0.035266086,-0.1320835097726226,8.00616717206635,0.18783829,0.026112657912234043,0.03528322,0.09347971,1.9002991,617.9632609427216,422.58474980982106,902.6109316926313,560.9699688180457,18.74496046679722,6.649928288121186,1153.8397606382978,932.0444841005691,0.22514282,0.41561452,0.2885212,0.3214696,-306.5419,106.883224,3.1074395,19.250418,8.37778,125.04431,62.708065,21.766384,18.796988,13.164225,3.0,117.1875,1.1187483,1,1.1187483,1.8670291,Buka
-0.0049100546,0.122993454,0.015127391,-0.9476290862282356,15.535687124271632,0.12309142,0.02037795046542553,0.015151498,0.058120206,1.8237,455.8716314919903,489.55845409532225,690.8504650530989,694.5794225989996,18.198275517360067,5.2931613679972065,867.3537234042553,1059.6740978306163,0.46952716,0.49763432,0.23931511,0.33390018,-366.71796,73.06759,7.5531316,14.134238,-0.08116944,158.01752,71.18508,16.251507,19.19326,12.34901,3.0,125.0,0.9272772,1,0.9272772,2.243987,Buka
-0.0053974614,0.08727119,0.007616261,0.05711982827110698,17.05628425122612,0.08743794,0.0272710272606383,0.0076453933,0.030797834,1.9205322,626.2405362306449,402.48771192372175,983.1649073950393,578.2592894329734,17.060622405948767,5.680450694392607,1189.245345744681,889.7067651360214,0.22496276,0.41569954,0.40755013,0.34561518,-345.5747,104.381294,5.780441,22.259995,1.779134,134.4282,62.044468,20.890503,19.307903,14.248936,3.0,133.92857142857142,1.1161714,1,1.1161714,1.9490361,Buka
-0.004137022,0.116334505,0.013533717,-0.36909986934404626,8.29758683955079,0.116408035,0.023972531582446808,0.013550831,0.03681689,1.8752441,536.4064693564807,423.6903900698036,812.5960001243146,561.5097655702818,19.091455559335323,5.888975857180334,928.6901595744681,834.4006444239686,0.27781373,0.4465734,0.26568878,0.3213931,-348.04733,105.88917,4.884796,18.832464,2.98701,149.91383,71.34458,23.456112,18.579403,16.886864,3.0,69.44444444444444,1.2121733,1,1.2121733,2.4660442,Buka
-0.0023673375,0.10279935,0.010567706,-0.16176710248419388,16.266312088009037,0.1028266,0.0197026678856383,0.010573311,0.041509707,1.9234619,442.6346127814438,476.56121364438553,662.6760272390509,663.02013187617,15.628658367172811,5.465451090555788,840.7579787234042,1036.0436634184287,0.4590545,0.49673936,0.23828958,0.33026513,-386.23895,77.99377,1.934182,17.132963,4.396468,172.1899,74.275795,19.20393,20.686697,12.489244,3.0,125.0,0.92355484,1,0.92355484,2.091067,Buka
-0.0019577064,0.09682423,0.009374931,-0.1914645530282021,13.76428216094973,0.09684402,0.01648728390957447,0.009378764,0.03372113,1.7124939,348.57197967353056,444.9653767841548,492.7589620093987,558.30348542204,16.186811707474412,4.829020280326023,558.4275265957447,772.5149377075604,0.522382,0.4984024,0.1802704,0.29440492,-425.17633,73.26168,4.126273,7.6751513,1.6134106,156.36319,79.95465,24.364635,19.77117,13.623685,3.0,98.6842105263158,0.8853168,1,0.8853168,2.720033,Buka
-0.0037234789,0.13371107,0.017878652,-0.4732319315393421,11.889278421944276,0.13376291,0.023494639295212765,0.017892515,0.059249073,1.8927917,421.26227486792544,489.2893095879875,620.3926396267899,631.0014807554201,15.574279447326203,5.738104921049091,743.3510638297872,983.9038928867485,0.45917425,0.4966118,0.20510945,0.30086035,-367.65982,82.15518,9.699965,9.243472,1.683323,165.17603,80.27282,26.75109,16.511492,12.719281,3.0,89.28571428571429,0.99152285,1,0.99152285,2.4786944,Buka
-0.0036588644,0.13491726,0.018202668,-0.878853369505703,9.091399122936583,0.13496687,0.03235642453457447,0.018216055,0.052178998,1.8467102,603.2630380605971,475.94215962389484,839.5743715246255,610.1299532797843,17.57324582008984,5.362764325088522,1123.5871010638298,1015.9963536809532,0.2680827,0.44057533,0.332968,0.34859332,-328.55936,108.780624,-1.1707324,17.561636,3.3161647,144.76395,73.581894,24.296291,20.469805,14.882288,3.0,104.16666666666667,1.0661683,1,1.0661683,2.17759,Buka
-0.002594895,0.17293398,0.029906163,-0.2653192043345936,8.38862917829825,0.17295346,0.021505152925531915,0.0299129,0.08143507,1.980072,401.22752534222326,522.2524366501524,582.4540334590586,652.4286307437142,18.213662349302748,6.296073479807291,664.7273936170212,1029.8523100375203,0.53353626,0.49727052,0.13123739,0.26216018,-356.3127,60.944767,9.043283,5.8170204,-0.070433356,153.42342,66.37811,23.469025,14.802834,13.787815,3.0,89.28571428571429,0.84569305,1,0.84569305,2.2625275,Buka
-0.008116837,0.14093374,0.019862317,-0.21293741801125027,8.496226566270694,0.14116728,0.027774891954787235,0.0199282,0.05468491,1.894043,721.3868647939702,256.66844880899123,1217.9162864603927,355.1361708922429,18.19401702078892,6.580386175343073,1482.130984042553,652.5267416178119,0.05430949,0.22415428,0.53668654,0.31736606,-239.43889,123.5526,3.9920251,31.44018,8.532031,93.94713,38.54458,19.43902,19.378506,10.157363,3.0,98.6842105263158,1.1994582,1,1.1994582,1.5994066,Buka
-0.00885766,0.121123016,0.0146707855,-0.7804111914204754,14.79006005495587,0.12144647,0.021385679853723406,0.014749245,0.05510551,1.9875183,470.16879229109753,490.43434044266775,689.9759858453955,664.3562182434752,16.63063797012425,6.0413312573951945,903.0917553191489,1003.2000819776171,0.45863587,0.49709836,0.2680974,0.34206223,-371.0527,70.60234,-1.2004335,12.156454,0.80294514,166.81938,68.38972,19.40034,17.042526,10.281471,3.0,93.75,0.83067024,1,0.83067024,1.8519857,Buka
-0.0011242911,0.12795907,0.016373523,0.1196113084571348,11.41938165502618,0.127964,0.029842295545212765,0.016374785,0.05295027,1.9616089,714.848925084554,460.48335348812617,951.1642587036305,561.1619038405549,19.368734182755258,5.73979539465277,1382.9787234042553,993.8992884549166,0.23601869,0.42232397,0.3873091,0.3506806,-311.27908,95.02844,-8.830534,17.673603,5.4048734,129.77701,57.52956,21.050997,19.941896,15.73379,3.0,110.29411764705883,1.2300385,1,1.2300385,2.3514664,Buka
-0.0036167044,0.11666908,0.013611674,-0.3280267675175776,16.058431024047827,0.116725124,0.02828395113031915,0.013624755,0.05305,1.8770142,671.7237194643479,514.0132738880807,957.1081274502684,696.5357213027818,18.31228994799937,5.817831349229713,1372.0079787234042,1204.4584232221473,0.32118478,0.46476185,0.33919215,0.33644733,-337.19406,85.65814,0.71198887,10.687896,-0.34161717,144.08678,62.72246,17.53865,17.585392,14.739946,3.0,208.33333333333334,1.0204278,1,1.0204278,1.9614867,Buka
-0.0012752622,0.16932066,0.028669488,0.2542316891419359,12.660997824581552,0.16932547,0.01501724567819149,0.028671114,0.097934596,1.9958496,374.24040735369704,527.5860237342572,518.2546301867679,711.3513638445539,17.787763844289515,5.316193325959157,644.6143617021277,989.6016106036307,0.64031553,0.4778496,0.13968788,0.26970246,-348.70493,48.995464,3.2962484,1.5668975,-1.1912926,169.23636,66.882645,14.051283,14.640972,12.654076,3.0,156.25,0.8379036,1,0.8379036,2.6809306,Buka
-0.0065235626,0.07945581,0.0063132253,-0.04395590475948863,16.97180071731263,0.07972316,0.026180186170212765,0.006355782,0.025597034,1.7512207,578.0815282076417,477.996233013132,831.3924321684312,669.606101883086,16.592868554501557,5.899137408696333,1129.5711436170213,992.3474343204347,0.3742934,0.48193556,0.33005035,0.33822468,-364.68173,83.629196,-4.72155,12.630036,0.84134674,169.3281,68.94068,13.74068,16.907879,13.009771,3.0,187.5,0.90119576,1,0.90119576,1.5860493,Buka
-0.008080654,0.11037301,0.012182201,-0.3557822825848436,20.44903257276997,0.110668406,0.01594705784574468,0.012247496,0.054087512,1.8177185,585.4606626717967,489.1951598350853,1005.7544193909284,697.4008396799304,17.866163211614282,5.1873858923395595,1266.123670212766,1113.3308584217255,0.28890726,0.45142916,0.39054695,0.36560273,-366.8517,80.61298,13.787096,27.695652,13.239265,113.50718,58.732445,17.869858,19.150593,10.905971,3.0,110.29411764705883,1.1413263,1,1.1413263,2.38497,Tutup
-0.004740368,0.114811584,0.013181699,-0.9930317597235195,23.937482352699213,0.114909396,0.011381108710106383,0.0132041685,0.06355462,1.9734497,373.2267158862536,407.18576714236076,670.5019267094441,693.4546160039715,15.95690984465045,5.042122868686824,770.9441489361702,922.2990628724174,0.47951272,0.49879444,0.23967895,0.3370023,-398.24118,66.702385,9.231748,18.531921,8.865966,118.08894,67.98608,15.941525,18.96157,10.159195,3.0,104.16666666666667,0.861486,1,0.861486,2.099877,Tutup
-0.0025366847,0.09705747,0.009420152,-0.6497192810085037,41.456570251077416,0.09709061,0.00825922539893617,0.009426586,0.060314346,1.9642944,300.8047930204274,380.63338401781965,543.2036802417349,668.7109876848843,17.84010967596418,3.840549595318564,631.0671542553191,863.9304086175705,0.58551955,0.49221438,0.2119445,0.32473627,-417.64914,49.859463,7.048507,13.922888,6.7606125,105.60589,62.89008,14.878102,17.626122,12.617929,3.0,267.85714285714283,0.7277794,1,0.7277794,2.3172362,Tutup
