mean,std,var,skew,kurtosis,rms,zcr,energy_mean,energy_std,amplitude_range,spec_centroid_mean,spec_centroid_std,spec_bandwidth_mean,spec_bandwidth_std,spec_contrast_mean,spec_contrast_std,spec_rolloff_mean,spec_rolloff_std,spec_flatness_mean,spec_flatness_std,chroma_mean,chroma_std,mfcc1_mean,mfcc2_mean,mfcc3_mean,mfcc4_mean,mfcc5_mean,mfcc1_std,mfcc2_std,mfcc3_std,mfcc4_std,mfcc5_std,duration,tempo,onset_rate,autocorr_lag,envelope_mean,envelope_std,label
-0.0048616123,0.13728763,0.018847892,-0.9268575316198422,15.123944115158233,0.13737369,0.010066904920212765,0.018871529,0.071281105,1.8744202,226.44984081304628,350.80186325788765,383.2538749363538,545.1654523974664,18.74278397052309,3.9675646664867754,413.2313829787234,753.0020019534873,0.6282225,0.48270395,0.13706788,0.28748003,-414.77347,52.835136,9.288171,14.568373,3.6226437,119.239105,71.65578,22.182985,20.3852,9.265427,3.0,89.28571428571429,0.79672337,1,0.79672337,2.4078646,Tutup
-0.0031865032,0.1606475,0.02580762,0.30607177027321153,13.276129485311792,0.1606791,0.008809840425531915,0.025817776,0.0904127,1.9269714,268.9672404243352,374.5829354850249,469.16406628657097,630.0032603344995,19.500294855884498,4.187095119640408,511.22007978723406,789.63712628071,0.61753637,0.48546386,0.13445716,0.28207627,-389.0889,46.941105,8.73152,8.128889,4.361942,107.6345,62.842876,16.268366,12.412568,8.917015,3.0,98.6842105263158,0.74367636,1,0.74367636,2.7419043,Tutup
0.0009777572,0.10984683,0.012066326,-0.2516162573000396,32.72193975331973,0.10985118,0.013240733045212765,0.012067283,0.06819133,1.99823,374.41221950578745,453.3164125874408,663.0558352830735,756.8539575148093,15.6263748334221,4.8938010525852045,800.4488031914893,1064.1686634312032,0.54418445,0.4964539,0.22267307,0.32537892,-397.94223,54.330887,10.315293,12.263085,7.638925,109.68743,62.857697,14.143768,15.762771,9.566386,3.0,187.5,0.78869206,1,0.78869206,2.1755247,Tutup
-0.004574143,0.13666423,0.01867711,-0.3729298255659166,16.580343618490502,0.13674074,0.00862803357712766,0.018698033,0.07396301,1.9407959,255.30007645010576,383.89046806384397,432.37055805432715,608.9784084605681,15.88329907833792,4.885033163217181,485.2061170212766,855.4579098011226,0.62861866,0.48220673,0.13415089,0.28376648,-416.37003,49.672108,10.399324,10.680495,4.3892837,113.21016,67.046844,19.914604,15.539447,8.38978,3.0,89.28571428571429,0.73864245,1,0.73864245,2.564297,Tutup
-0.004605093,0.10562385,0.011156398,-0.1767919403100652,18.44308914495695,0.1057242,0.015328914561170214,0.011177606,0.04684323,1.9554138,521.9045218255471,508.16162045820494,822.9349450682219,748.3172944798947,15.703312084324006,5.576978225481758,1197.8058510638298,1288.831384809415,0.39501786,0.4874336,0.30519828,0.36945474,-389.2337,72.54019,10.385028,20.325478,7.5490127,119.717995,66.99513,18.856844,18.660404,9.897158,3.0,81.52173913043478,1.2154217,1,1.2154217,2.654083,Tutup
0.0009680093,0.12278159,0.0150753185,-0.029667912821202964,16.793632224427707,0.1227854,0.025452958776595744,0.015076254,0.06004982,1.8952026,773.2540849351784,458.0451777885119,1189.6533495685496,624.9540771419305,16.279647196169183,5.986790694901079,1741.6057180851064,1058.5922100474236,0.18379194,0.38353804,0.49202138,0.35873833,-320.07602,94.4194,4.9958963,25.732897,12.441087,109.237526,50.577377,21.57245,15.162629,9.968023,3.0,125.0,1.5707891,1,1.5707891,2.926178,Tutup
0.00032102395,0.100403436,0.01008085,0.1747518115748538,38.90288657013667,0.10040394,0.012627784242021276,0.010080952,0.06237756,1.9073792,445.28528724278556,555.2026277767964,672.5179110594595,724.5264401979381,15.512307813664673,4.526590592869324,937.6662234042553,1137.1272255880767,0.5152198,0.49582055,0.26817873,0.34363478,-402.12814,56.721275,3.1950417,18.639591,9.540799,125.135544,64.03119,19.180107,20.025547,12.064173,3.0,104.16666666666667,0.9688985,1,0.9688985,2.6271238,Tutup
-0.0023926531,0.13592912,0.018476728,0.13546250984194988,11.733089099438718,0.13595018,0.00838389295212766,0.018482452,0.06060579,1.9916687,249.94863351230018,344.3798205796954,438.6386695636639,573.9789477977021,17.036185632849985,4.756863390597664,477.1442819148936,743.6324464597698,0.59625936,0.49012762,0.13618161,0.27380952,-415.23413,53.993984,11.536669,9.989377,4.902399,104.13076,69.73991,19.686325,13.880411,10.466301,3.0,93.75,0.7206466,1,0.7206466,2.0463674,Tutup
-0.007755563,0.10703184,0.011455814,-0.4196196233073361,27.331906094312203,0.107312456,0.013988738364361703,0.011515963,0.059175566,1.9915466,484.19166432364216,440.6544261576407,854.4107541500154,728.6159240820737,15.92708518387064,5.622011896929549,1078.0418882978724,1078.695485989924,0.38423362,0.4851375,0.34679726,0.36726803,-384.41898,73.54541,8.985434,23.51391,11.369044,120.349365,62.917755,16.454706,19.385674,12.673553,3.0,133.92857142857142,0.99956316,1,0.99956316,2.3374727,Tutup
-0.0022696876,0.13282937,0.01764364,0.7490641053948621,16.902651977847196,0.13284875,0.009713680186170214,0.017648792,0.07036893,1.8428345,342.2442781797001,418.0730754768945,614.9424083490479,700.092669601258,17.206340654016397,4.727754423682229,690.6582446808511,989.9844389619525,0.53281206,0.4980352,0.19099343,0.30508727,-409.439,56.46822,15.125241,12.103509,6.010938,116.034615,63.4061,21.253294,16.946667,11.496416,3.0,85.22727272727273,0.8668677,1,0.8668677,2.3691244,Tutup
-0.007761496,0.116794154,0.013640874,-0.7716298284584078,26.194742187489048,0.11705176,0.012201836768617021,0.013701115,0.0689619,1.9664001,453.21439503756017,420.65752837364977,811.8065683303173,721.8805018588537,16.197987355568262,5.359413441805634,985.2061170212766,993.802262351388,0.41623047,0.4915927,0.288017,0.32728884,-367.37686,72.14005,10.379782,22.614115,13.635738,118.94678,63.72227,12.107777,20.07288,13.533808,3.0,208.33333333333334,0.87999284,1,0.87999284,1.841496,Tutup
-0.0076041203,0.106643364,0.011372807,-0.5416028591986786,28.8239734641477,0.10691413,0.01135513630319149,0.011430631,0.060417086,1.9403992,474.732315086911,479.96822586046704,836.6018289964413,771.5677527659658,14.817528554311547,5.813040816154004,1062.8324468085107,1235.9966722733288,0.42631045,0.49375522,0.32057306,0.35683382,-386.7608,64.36399,14.621917,22.479698,8.817613,114.61175,62.322647,14.901429,20.512894,11.265527,3.0,208.33333333333334,0.9604278,1,0.9604278,2.210824,Tutup
-0.016378304,0.09597155,0.009210537,-0.700997778907765,30.23266070074307,0.097359054,0.012586228390957447,0.009478786,0.05060316,1.9432373,441.6094456792035,432.9217152451779,814.863540735636,753.4310695345634,17.601987454395157,4.998237730764847,948.5538563829788,1037.0098065173993,0.43735808,0.49487767,0.3270858,0.36513242,-399.1673,65.82031,10.251789,19.069693,7.9588895,132.7848,61.296124,13.442131,17.897757,10.120977,3.0,208.33333333333334,0.8640557,1,0.8640557,1.7354059,Tutup
0.0019161135,0.09429537,0.008891617,-0.22145000549019142,20.513349229874212,0.094314836,0.01289789727393617,0.008895288,0.039521653,1.8048706,408.3649372288738,477.2100065917705,623.4947156431709,685.8314269222049,17.680347810230934,4.679946858109458,886.1369680851063,1088.3519250861887,0.51260036,0.49797574,0.24539517,0.34761363,-412.2505,63.823044,4.364363,17.52397,2.0348887,138.07495,70.605965,16.933796,18.642508,11.289259,3.0,93.75,1.0407422,1,1.0407422,2.765857,Tutup
-0.02275387,0.09860649,0.0097232405,-2.2065058447046537,24.64935578707757,0.10119773,0.008056640625,0.0102409795,0.049733058,1.702301,446.0420134029289,455.19844355413596,808.8517397870486,773.7392195933539,16.251649130523266,5.2944854495190015,990.7746010638298,1101.3325706245705,0.45856798,0.49716732,0.35136285,0.38608178,-395.10907,59.57824,7.89484,20.159307,9.546753,143.24094,58.21798,11.255842,19.061241,10.204169,3.0,234.375,0.86198163,1,0.86198163,1.9587631,Tutup
-0.0049281223,0.12566124,0.015790746,-1.1462267563334207,20.734815195350794,0.12575783,0.015276969747340425,0.01581503,0.07062548,1.8960876,459.6374999115517,577.6180325767493,729.6133204672186,772.1864278490717,15.998368680202777,5.613048346587721,989.5279255319149,1366.856225628959,0.49315634,0.49638027,0.26241443,0.35451782,-387.5055,60.31763,9.715952,16.908327,5.3202252,135.02924,65.18303,14.234245,17.692556,11.665771,3.0,133.92857142857142,1.0076407,1,1.0076407,2.3538187,Tutup
-0.0041687503,0.14071001,0.019799307,-0.6452569462663115,13.685775353860626,0.14077175,0.016892453457446808,0.019816685,0.07083808,1.8888245,522.1828828982478,429.4438554322636,906.0084526284875,658.104517231176,16.648854598739643,5.741345050325014,1064.245345744681,1007.0391705690761,0.3105438,0.4605853,0.35630137,0.37103543,-352.20923,86.23359,13.482552,26.603401,9.023056,118.12568,61.590225,18.207615,19.127777,11.1553955,3.0,85.22727272727273,1.0975243,1,1.0975243,2.2006085,Tutup
-0.003137115,0.09733626,0.009474347,-0.16247542068142565,35.080796073506654,0.0973868,0.014534158909574468,0.009484189,0.055646557,1.9988403,483.94968189665025,447.4365137814806,811.6314174050756,696.9311115796208,16.504065612866913,4.823831616079633,1077.376994680851,1041.5379479383785,0.39510298,0.4873738,0.3423171,0.36412913,-391.4631,72.61809,7.459701,24.484083,8.392106,119.5581,63.518684,18.962498,21.158375,10.0612755,3.0,187.5,1.0659982,1,1.0659982,2.4177902,Tutup
-0.0045993016,0.14834258,0.02200552,0.4785455101420239,16.080313852894967,0.14841385,0.00890853557180851,0.022026673,0.085391626,1.8208618,355.28370368876705,600.010656338757,507.48301590853475,700.0663236919722,18.319334838888167,4.444213693159192,677.6097074468086,1189.5405940701112,0.6289471,0.48177615,0.12169949,0.26520577,-393.93427,39.4181,11.18064,9.251171,2.9892535,106.93276,57.667202,21.038206,16.83424,9.847783,3.0,104.16666666666667,0.8345209,1,0.8345209,2.6202438,Tutup
-0.0062952945,0.12687631,0.016097598,-0.1785934263901241,20.204946485095963,0.1270324,0.015141913231382979,0.01613723,0.070771284,1.9940186,501.0565184546411,408.1636812342149,916.8982589328442,704.4655795530358,17.71298228721584,5.0942519499371866,1073.6369680851064,971.231118218724,0.33086607,0.46938476,0.3522861,0.36019224,-360.62555,82.1235,12.873089,24.965153,13.791104,116.2204,63.371994,16.071016,18.641092,12.715335,3.0,125.0,0.95732504,1,0.95732504,1.7682878,Tutup
-0.0016694464,0.14465,0.02092362,0.29912000270052164,13.205405138797682,0.14465962,0.010321434507978724,0.020926405,0.0731498,1.927887,245.2859372872134,371.7640858429772,407.1056213174214,576.4347725785783,16.769252218385933,5.471034487195172,424.2852393617021,774.8901931130985,0.63902414,0.47953716,0.10109103,0.24940313,-404.5886,44.60146,12.29145,7.360406,4.1558456,104.10843,62.05768,23.74022,13.037349,9.5449505,3.0,78.125,0.64765066,1,0.64765066,2.4329755,Tutup
-0.0029301853,0.16867277,0.028450504,0.6284359904551181,9.711372159769944,0.16869822,0.018809217087765957,0.02845909,0.083824754,1.8700867,447.4062102767664,525.7758727602492,686.6400082585975,704.8000530648475,19.232452601386758,4.947340494015621,948.3876329787234,1194.5535079028484,0.45969084,0.49617645,0.21689238,0.32454804,-374.2751,67.411224,12.495437,18.334885,6.5748477,117.613716,67.63669,20.495796,19.708242,10.865418,3.0,78.125,0.8958896,1,0.8958896,2.1724617,Tutup
-0.0011393782,0.15529345,0.024116056,0.7701919265780909,16.497388358883057,0.15529762,0.022154463098404256,0.02411735,0.09495529,1.8225098,652.8603609747344,535.7963709102427,1013.6971109810238,712.6191149927886,16.985760145515492,5.693918578169707,1369.2652925531916,1306.0808306509966,0.28063604,0.4448994,0.33897766,0.3556197,-357.84018,78.25124,23.266487,19.61901,9.588103,108.09932,56.226433,23.765022,15.7741995,15.947708,3.0,234.375,1.4010661,1,1.4010661,3.330004,Tutup
-0.0035796228,0.094189696,0.008871699,-0.685994501175649,29.28968117151683,0.09425769,0.013245927526595746,0.008884512,0.047587384,1.9654541,444.92144799776986,421.93822549375096,787.0856738411038,733.4903613771307,18.459064686010464,4.462735316079459,1003.5738031914893,1005.1330407883353,0.44779968,0.49627784,0.32053554,0.36197445,-397.88525,66.715675,8.480408,18.353998,9.518472,124.18012,62.82033,13.183581,18.51631,11.086684,3.0,208.33333333333334,0.8953262,1,0.8953262,2.1261482,Tutup
-0.01396505,0.13097256,0.017153814,-1.0625747162938364,15.144841436641627,0.13171498,0.012607006316489361,0.017348837,0.06575793,1.8828735,413.319512820065,410.93314189258524,713.7404917337212,699.4692685534766,16.394957279767432,5.80813727876775,867.436835106383,936.4781749363965,0.4582586,0.49744374,0.29881227,0.35637784,-389.64645,70.76991,6.9168825,18.965528,5.315304,141.5843,69.84961,12.592892,18.378561,14.74974,3.0,125.0,0.9469001,1,0.9469001,2.4468248,Tutup
-0.0071226265,0.14971212,0.022413716,-0.48739049803570456,13.690467589611824,0.14988144,0.013360206117021276,0.022464445,0.08025096,1.9310913,327.49948537984585,338.67333261798063,584.545075510488,613.819287279252,17.089504233324607,5.2190221169428925,644.6974734042553,740.7195455578822,0.47913125,0.49915832,0.25896147,0.35268697,-392.007,74.077515,8.357755,16.010601,4.0534887,122.8038,76.69129,16.319904,16.773174,12.276569,3.0,98.6842105263158,0.8550952,1,0.8550952,2.3761547,Tutup
-0.00322233,0.1295041,0.016771311,-0.39717035508557097,18.089267389579977,0.12954417,0.013910821143617021,0.016781693,0.06954657,1.973175,406.90235267670073,373.85553443694016,725.6806511121797,666.4715385895167,16.519385734701242,5.285050772268123,845.5784574468086,842.0047157830797,0.4154767,0.4922141,0.27706885,0.3471269,-387.78387,76.84238,10.6548,15.094332,8.49582,113.1891,70.008606,17.51476,15.649925,11.165173,3.0,98.6842105263158,0.9103457,1,0.9103457,2.1445434,Tutup
-0.009670957,0.16109927,0.025952974,-0.5357846115222439,12.515081516065743,0.16138929,0.014222490026595746,0.026046503,0.08868463,1.9450989,440.6676181203828,458.77756012204986,736.8957126983549,731.1319739993729,16.543801926597197,6.00974275496929,921.0438829787234,1022.8920328039279,0.4692559,0.49789196,0.29527527,0.35516062,-373.44003,69.09942,10.65925,17.865007,3.7137594,167.85089,70.12713,17.313524,18.015406,14.338969,3.0,104.16666666666667,0.99133253,1,0.99133253,2.289925,Tutup
-0.0051637073,0.12502572,0.015631432,-0.6400874007927699,17.617874988381914,0.1251323,0.012840757978723404,0.015658095,0.06407476,1.813446,390.9668231187675,445.4837164605271,710.9201106328194,740.3477280036,15.74624116190176,5.897250127706172,802.8590425531914,1061.3017981360167,0.49058184,0.4987237,0.22716793,0.33498645,-389.66638,62.469772,13.495907,15.987829,7.7764482,131.56648,64.45704,16.203968,16.915876,10.831734,3.0,93.75,0.9285592,1,0.9285592,2.6327214,Tutup
-0.0048280666,0.11939122,0.014254264,0.07370618361041346,17.335964873628726,0.11948878,0.012794007646276596,0.01427757,0.057753343,1.8854065,400.33068621052087,423.43672033689154,693.6688541896796,702.1740156792941,15.292583325743136,5.891329881107631,839.5113031914893,1005.9285908802688,0.46910256,0.49803364,0.2423166,0.34186742,-399.3395,68.2647,12.256167,19.242502,6.0632253,131.23064,68.493675,16.152061,18.349714,10.407246,3.0,93.75,0.8914678,1,0.8914678,2.4443145,Tutup
-0.0018818334,0.12186988,0.014852267,0.2490434215440035,18.684846119742097,0.12188441,0.008347531582446808,0.0148558095,0.06258273,1.9059753,227.33686283201143,375.45145347158353,395.75910189846104,609.2897827964586,15.458998208356668,4.6679713125026,404.00598404255317,783.0901055243318,0.6706575,0.46950492,0.104603775,0.25769436,-415.21344,42.97257,12.384529,6.881838,2.7115836,107.81914,63.917797,21.450068,12.206606,8.8417845,3.0,98.6842105263158,0.6975206,1,0.6975206,2.6183348,Tutup
-0.019053953,0.111377336,0.012404911,-0.8299462720188708,24.235551697300682,0.11299541,0.011687583111702128,0.012767963,0.06087065,1.9242249,387.54890739476525,452.1012144734127,692.6677198874196,739.440686631758,14.970587212399167,5.503838549891627,829.2054521276596,1111.4920948123356,0.50111234,0.49890354,0.30268982,0.3657551,-410.1845,59.734615,7.9452305,18.26079,6.635638,148.50975,64.795334,14.254617,18.98403,10.557667,3.0,208.33333333333334,0.94500667,1,0.94500667,2.2649603,Tutup
-0.0021682752,0.11689215,0.013663775,-0.08674219046143457,20.23259919988429,0.11691226,0.01546397107712766,0.013668478,0.060103193,1.9111938,501.18443924516134,603.2213283294898,706.9570044457821,775.2439316021402,15.962269699246827,5.995293910157728,1044.630984042553,1370.4153681175044,0.5018423,0.4981689,0.194861,0.30365822,-398.18625,60.348633,5.2869782,10.877957,4.93186,133.55081,65.98353,21.458494,13.7009325,10.755447,3.0,104.16666666666667,0.88702935,1,0.88702935,2.2975578,Tutup
-0.002023259,0.12843764,0.016496228,0.405194723840325,17.46855477790144,0.12845358,0.009131898271276596,0.016500322,0.06702463,1.9355774,289.9212764587037,396.5238507714787,513.4029901655846,656.2605524084546,17.259989673382773,4.725685766834119,555.0199468085107,876.9042394397108,0.59653383,0.4897991,0.14607747,0.28462768,-410.4701,49.459286,14.491307,8.274919,4.5075955,108.783554,62.884335,21.829178,13.047952,10.289042,3.0,93.75,0.8199153,1,0.8199153,2.6669443,Tutup
-0.0017384707,0.14204443,0.020176617,-0.18618263704815016,11.138521100549468,0.14205505,0.01126683011968085,0.020179639,0.064361826,1.990509,291.0924609107458,338.4881754675804,553.7656710816507,612.7281362961123,16.724374892285603,5.555099009376101,520.1130319148937,720.3089027161636,0.52165663,0.49915218,0.17561874,0.30099437,-400.59067,60.898083,18.396036,11.288969,6.4135675,105.58435,67.71263,24.498217,14.033516,9.64992,3.0,81.52173913043478,0.82863915,1,0.82863915,2.3903332,Tutup
-0.0012292888,0.1459114,0.021290135,-0.31505800144826046,13.466035230633326,0.14591657,0.007880028257978724,0.021291645,0.07529201,1.9806519,253.76494596723856,380.4559565141995,432.91139165547884,601.3775416302635,16.671500686127953,5.086113328067522,438.6635638297872,777.620356210632,0.63893807,0.4796503,0.11497433,0.26499626,-397.03076,47.230034,10.168679,5.8174205,3.54158,118.82275,65.440094,19.698095,10.944094,9.11337,3.0,81.52173913043478,0.7880007,1,0.7880007,2.7441852,Tutup
-0.0032738189,0.11758387,0.013825967,-0.7463837723730233,18.75224380836903,0.117629446,0.018887134308510637,0.0138366865,0.058555245,1.8032837,684.3944713377876,440.0427931078015,1169.3592390816048,636.1953583453578,17.209532583529562,5.628339969813926,1534.4913563829787,1066.842518248799,0.18360963,0.38365927,0.4682826,0.351566,-336.44553,96.33243,13.471579,30.463242,10.514477,104.3476,53.430492,13.282647,15.922817,13.634112,3.0,144.23076923076923,1.2199433,1,1.2199433,1.9608426,Tutup
0.0017363764,0.1337538,0.01789008,-0.6497947678417474,17.843812536697975,0.13376507,0.009750041555851064,0.017893095,0.07347246,1.9627991,213.77300425562623,333.8320814151521,362.01822290885707,537.5473013429364,16.170248071022808,4.74460385936253,377.4933510638298,670.5460368775197,0.6600292,0.4732244,0.13381,0.27442688,-403.1876,47.071316,8.018328,11.083576,0.98177046,116.2856,69.72401,18.48336,15.914359,11.122273,3.0,104.16666666666667,0.7393711,1,0.7393711,2.3938265,Tutup
-0.0018279864,0.12524457,0.015686205,-1.4092576492382667,19.297801749921344,0.12525792,0.010804521276595746,0.015689548,0.06739484,1.841095,270.0725069167817,377.16675980139394,474.3020538744238,619.660136256467,16.459616585941262,4.878962968166832,514.2121010638298,833.7690939519339,0.6070359,0.48774672,0.1663376,0.29846296,-413.6873,51.885868,8.778266,13.655818,5.331678,126.83226,67.817024,15.679839,18.37803,11.443635,3.0,104.16666666666667,0.7759539,1,0.7759539,2.3116035,Tutup
-0.0021000677,0.17156361,0.029434074,0.4855878428013859,11.195234224595575,0.17157647,0.007267079454787234,0.029438486,0.09393563,1.8990479,208.7228759724954,331.66748726240036,361.0992786731583,540.8007858419671,17.598438537256968,4.6395270550800545,370.6781914893617,672.2968208850376,0.6705768,0.46961978,0.09177929,0.23427314,-387.24152,46.787968,9.671322,5.1430874,1.887111,110.70496,69.109634,18.823063,11.965295,8.667075,3.0,89.28571428571429,0.59833616,1,0.59833616,2.170301,Tutup
-0.0020875446,0.13566698,0.018405529,-0.7946199140116589,15.90584363115233,0.13568303,0.009999376662234043,0.018409884,0.07129065,1.8648071,321.1682220956066,368.13934974958147,588.1938427302679,633.2110120100559,16.610958962542476,5.353267550207605,599.1522606382979,785.584738552131,0.5112779,0.49924082,0.20662913,0.32552928,-403.1822,63.42229,12.699513,12.610724,6.618038,121.56586,68.79176,18.604359,15.428453,9.595838,3.0,98.6842105263158,0.8878443,1,0.8878443,2.5369346,Tutup
-0.006883524,0.10223505,0.010452005,-0.6203315899401849,28.026878286574565,0.10246653,0.01427962932180851,0.01049939,0.054779667,1.9274292,497.9528844400685,462.93775629009997,880.6263401536378,764.1100306556037,16.369007669937876,5.213860279015872,1135.5551861702127,1229.7777829484244,0.3946452,0.48772594,0.3052817,0.3392844,-378.15027,70.66041,12.342529,24.17337,11.488242,130.60448,61.63647,18.743195,20.489134,11.677018,3.0,156.25,1.0332564,1,1.0332564,2.1601346,Tutup
0.012346723,0.14350367,0.020593302,-0.0425898211047276,16.220682839550804,0.14403383,0.019390999002659573,0.020745747,0.080482356,1.9619446,464.6788551496395,433.9152044685727,779.5828664970011,699.3411772596817,14.940451792895853,6.762667587086609,1068.8996010638298,1099.5996467637992,0.42660716,0.49350125,0.3081302,0.34783596,-346.82556,71.22512,7.9265394,23.925724,4.255909,152.58456,64.55362,11.225393,21.420856,6.5104756,3.0,187.5,0.91627663,1,0.91627663,1.7696551,Tutup
-0.009339347,0.11664862,0.0136069,-0.5870941250990351,20.494088046152633,0.1170219,0.028143700132978722,0.013694126,0.060575258,1.9147949,838.8906514480198,417.1379384581173,1372.821950115028,548.3095040505702,17.706284504041466,5.968750273960186,1821.6422872340424,1136.610150261388,0.07860085,0.26142314,0.47579226,0.3245729,-335.0711,107.993286,22.500141,28.485582,13.989818,82.37353,42.228535,14.740303,11.832369,10.116243,3.0,89.28571428571429,1.3134613,1,1.3134613,2.2261062,Tutup
-0.002502519,0.12831785,0.01646547,-0.8406753741448766,15.888725284454589,0.12834224,0.013895237699468085,0.01647173,0.06380123,1.9699097,327.88971792736015,433.6904495832506,573.5367876975856,676.3761992362208,15.749040140975401,5.65870877069943,638.3809840425532,1021.9401544095315,0.5329072,0.49794856,0.17575817,0.3116154,-410.37933,61.211987,17.028278,13.239555,6.784255,114.18929,70.07972,22.672142,15.214243,10.291349,3.0,78.125,0.83110315,1,0.83110315,2.419371,Tutup
-0.004372694,0.11336108,0.012850734,-1.1537249583067872,25.952147586852213,0.11344539,0.008976063829787235,0.012869855,0.0646296,1.9476013,303.1622482518387,379.0306136316719,541.8988753323634,674.399334101882,16.332712860105236,4.143365852892544,639.0458776595744,878.8381547108053,0.5749159,0.49390465,0.20571774,0.32270297,-419.64587,53.608887,10.077517,14.211055,5.2785835,111.95478,67.817024,17.689837,17.19801,11.119328,3.0,156.25,0.758857,1,0.758857,2.1979997,Tutup
-0.0022092005,0.11944265,0.014266547,-0.37233398676547014,17.952704045944014,0.11946307,0.022170046542553192,0.014271426,0.058943182,1.9743958,712.9102356243064,566.843279538255,1120.246075732742,700.4071180870815,16.923382011665193,5.846886207863688,1571.1436170212767,1388.8867240287552,0.22143926,0.40651375,0.38804877,0.3564053,-360.3534,90.95171,15.742702,23.305834,12.580986,108.991,56.33707,17.886131,15.785498,11.963732,3.0,81.52173913043478,1.361871,1,1.361871,2.9420764,Tutup
-0.000106773376,0.13701485,0.01877307,0.5900944911316536,11.560156832928717,0.1370149,0.04419464760638298,0.01877308,0.06109508,1.8908997,775.9815655409107,852.1011757116876,922.4529034312611,833.1172324459851,17.600791991100508,7.403334880010472,1520.6948138297873,1840.5152114751927,0.4149003,0.47541392,0.29481527,0.3261105,-328.61502,73.68663,9.315745,8.759438,-6.611883,185.94057,69.957886,25.730589,19.134836,13.243797,3.0,144.23076923076923,1.1724712,1,1.1724712,2.5864284,Buka
-3.820737e-05,0.07411452,0.005492962,2.2909495186341053,41.96574108623194,0.07411453,0.015973030252659573,0.005492964,0.03574726,1.6252747,289.44051846442255,537.2770942116342,384.8028972981534,694.181363147422,16.644082120032067,4.2708003517086075,552.7759308510638,1135.8512790088594,0.75817674,0.42496073,0.11694633,0.25421116,-475.15915,30.753466,3.7294538,-0.953394,-2.6765587,163.57832,55.491295,13.539087,12.513189,10.138951,3.0,267.85714285714283,0.6377286,1,0.6377286,2.6556358,Buka
-0.00010742124,0.10346161,0.010704304,1.7276059290161727,29.077728525174027,0.10346165,0.016648312832446808,0.010704314,0.056968946,1.7461243,283.86108449753345,503.9386066808752,369.1625785626107,632.9165958924727,16.64136493410267,4.84900443845949,486.28656914893617,956.2649152905047,0.7363716,0.4380384,0.09512773,0.22243322,-434.95694,36.885136,1.4119503,-1.2466288,-6.19898,162.28032,62.398308,13.820612,8.756652,13.802702,3.0,208.33333333333334,0.70420754,1,0.70420754,2.5009546,Buka
-0.00010909844,0.15403873,0.023727931,1.0048090728094532,11.69144419374475,0.15403876,0.027780086436170214,0.02372794,0.07765003,1.8936157,534.8154831201495,599.229319657091,777.1545397560664,794.878007855924,19.508438921074674,6.817136856123266,1031.9148936170213,1353.6255832277764,0.49246463,0.49690658,0.1920356,0.29893476,-349.1594,67.43844,10.733873,0.6140088,-6.4597845,189.68356,67.6036,17.789928,15.205866,10.688872,3.0,104.16666666666667,0.83352923,1,0.83352923,1.8384395,Buka
-6.930097e-05,0.108288586,0.0117264185,1.57096392410777,17.490166002464612,0.10828861,0.05375249335106383,0.011726422,0.047796246,1.7266235,893.4367857949577,842.7883091278032,996.2884544116739,850.4382446889458,17.163010819757876,7.052276770981752,1757.7293882978724,1814.9453075407134,0.4151461,0.47237515,0.28850862,0.3287157,-377.4025,68.30942,0.7958843,1.0425466,-5.8423157,174.78487,61.910664,25.15225,13.52482,11.879973,3.0,144.23076923076923,1.0397102,1,1.0397102,2.3446276,Buka
-7.4040734e-05,0.08942499,0.007996828,1.7664127170460049,23.621010711437897,0.08942502,0.02274663397606383,0.007996835,0.038338542,1.5783997,359.8652213876711,430.67352411337384,537.6495174481662,621.5781208558885,17.3260878981136,5.138762064513089,593.0019946808511,792.7265993440135,0.5328673,0.49796957,0.23389322,0.32053486,-416.02597,73.673676,8.523299,7.809395,-2.802607,168.11577,82.75216,17.756874,17.50676,13.76713,3.0,144.23076923076923,0.82903767,1,0.82903767,2.0341399,Buka
-7.505862e-05,0.11655732,0.013585609,1.31703210122512,12.296394262826745,0.116557345,0.027655418882978722,0.013585615,0.045788992,1.6763,509.0637947345571,532.0717418847017,768.5104077389586,714.3112907528105,17.74094623234684,7.701167222323205,889.5445478723404,1146.6792750919476,0.4282495,0.49216247,0.22833538,0.3149911,-371.55173,81.92653,15.692746,9.0234375,-7.984366,163.05806,74.27292,24.661034,15.2149725,18.407022,3.0,93.75,0.8735376,1,0.8735376,1.8715858,Buka
-5.278651e-05,0.08932478,0.007978916,2.068186223186379,34.62472979916233,0.08932479,0.02493870511968085,0.007978918,0.046636548,1.7811279,394.4838624734619,549.5898150064304,536.0490905120458,704.3771277597675,18.41207061120129,5.008925338678567,744.0159574468086,1185.9638597670469,0.6088543,0.48551852,0.18227802,0.295032,-420.0039,54.982277,7.817315,3.5445483,-6.769395,153.52162,69.754234,23.28011,12.895896,18.699287,3.0,187.5,0.71831596,1,0.71831596,1.8491462,Buka
