mean,std,var,skew,kurtosis,rms_global,zcr_mean,zcr_std,amplitude_range,spec_centroid_mean,spec_centroid_std,spec_bandwidth_mean,spec_bandwidth_std,spec_contrast_mean,spec_contrast_std,spec_rolloff_mean,spec_rolloff_std,spec_flatness_mean,spec_flatness_std,chroma_mean,chroma_std,mfcc_1_mean,mfcc_2_mean,mfcc_3_mean,mfcc_4_mean,mfcc_5_mean,mfcc_6_mean,mfcc_7_mean,mfcc_8_mean,mfcc_9_mean,mfcc_10_mean,mfcc_11_mean,mfcc_12_mean,mfcc_13_mean,mfcc_14_mean,mfcc_15_mean,mfcc_16_mean,mfcc_17_mean,mfcc_18_mean,mfcc_19_mean,mfcc_20_mean,mfcc_21_mean,mfcc_22_mean,mfcc_23_mean,mfcc_24_mean,mfcc_25_mean,mfcc_26_mean,mfcc_27_mean,mfcc_28_mean,mfcc_29_mean,mfcc_30_mean,mfcc_31_mean,mfcc_32_mean,mfcc_33_mean,mfcc_34_mean,mfcc_35_mean,mfcc_36_mean,mfcc_37_mean,mfcc_38_mean,mfcc_39_mean,mfcc_40_mean,mfcc_1_std,mfcc_2_std,mfcc_3_std,mfcc_4_std,mfcc_5_std,mfcc_6_std,mfcc_7_std,mfcc_8_std,mfcc_9_std,mfcc_10_std,mfcc_11_std,mfcc_12_std,mfcc_13_std,mfcc_14_std,mfcc_15_std,mfcc_16_std,mfcc_17_std,mfcc_18_std,mfcc_19_std,mfcc_20_std,mfcc_21_std,mfcc_22_std,mfcc_23_std,mfcc_24_std,mfcc_25_std,mfcc_26_std,mfcc_27_std,mfcc_28_std,mfcc_29_std,mfcc_30_std,mfcc_31_std,mfcc_32_std,mfcc_33_std,mfcc_34_std,mfcc_35_std,mfcc_36_std,mfcc_37_std,mfcc_38_std,mfcc_39_std,mfcc_40_std,mfcc_delta_1_mean,mfcc_delta_2_mean,mfcc_delta_3_mean,mfcc_delta_4_mean,mfcc_delta_5_mean,mfcc_delta_6_mean,mfcc_delta_7_mean,mfcc_delta_8_mean,mfcc_delta_9_mean,mfcc_delta_10_mean,mfcc_delta_11_mean,mfcc_delta_12_mean,mfcc_delta_13_mean,mfcc_delta_14_mean,mfcc_delta_15_mean,mfcc_delta_16_mean,mfcc_delta_17_mean,mfcc_delta_18_mean,mfcc_delta_19_mean,mfcc_delta_20_mean,mfcc_delta_21_mean,mfcc_delta_22_mean,mfcc_delta_23_mean,mfcc_delta_24_mean,mfcc_delta_25_mean,mfcc_delta_26_mean,mfcc_delta_27_mean,mfcc_delta_28_mean,mfcc_delta_29_mean,mfcc_delta_30_mean,mfcc_delta_31_mean,mfcc_delta_32_mean,mfcc_delta_33_mean,mfcc_delta_34_mean,mfcc_delta_35_mean,mfcc_delta_36_mean,mfcc_delta_37_mean,mfcc_delta_38_mean,mfcc_delta_39_mean,mfcc_delta_40_mean,mfcc_delta_1_std,mfcc_delta_2_std,mfcc_delta_3_std,mfcc_delta_4_std,mfcc_delta_5_std,mfcc_delta_6_std,mfcc_delta_7_std,mfcc_delta_8_std,mfcc_delta_9_std,mfcc_delta_10_std,mfcc_delta_11_std,mfcc_delta_12_std,mfcc_delta_13_std,mfcc_delta_14_std,mfcc_delta_15_std,mfcc_delta_16_std,mfcc_delta_17_std,mfcc_delta_18_std,mfcc_delta_19_std,mfcc_delta_20_std,mfcc_delta_21_std,mfcc_delta_22_std,mfcc_delta_23_std,mfcc_delta_24_std,mfcc_delta_25_std,mfcc_delta_26_std,mfcc_delta_27_std,mfcc_delta_28_std,mfcc_delta_29_std,mfcc_delta_30_std,mfcc_delta_31_std,mfcc_delta_32_std,mfcc_delta_33_std,mfcc_delta_34_std,mfcc_delta_35_std,mfcc_delta_36_std,mfcc_delta_37_std,mfcc_delta_38_std,mfcc_delta_39_std,mfcc_delta_40_std,rms_mean,rms_std,onset_mean,onset_std,tempo,autocorr_lag,label
-0.0011129006,0.12795906,0.01637352,0.11970812509355742,11.419418968588333,0.12796389,0.029842295545212765,0.025798399502103442,1.9616122,714.6985522904762,460.42593613887914,950.7590204856666,560.9093253640137,21.91249230721393,11.626239208087261,1382.7293882978724,993.6114804346586,0.23590699,0.4223857,0.38731083,0.35068378,-311.28067,95.02763,-8.829713,17.673471,5.4053,13.59983,11.53683,0.76825404,3.7359347,3.106385,1.7963284,3.7739336,-5.063236,2.6467526,1.1832415,-3.5489028,3.19402,-0.83992314,-1.9825888,1.6304182,-0.28962633,1.0930494,-1.4901782,-0.5702041,1.3264549,1.8538185,2.5421805,0.40776497,1.4351838,0.77706295,2.3806942,2.5975187,2.9213526,4.659087,4.0062523,5.2886047,1.8857149,2.2509255,1.4829258,1.0457282,129.77747,57.529705,21.051418,19.941442,15.734241,12.406701,14.904708,9.025567,8.380698,7.3934207,6.1965113,7.8797693,6.924077,5.6058593,6.6300044,6.8555865,4.6364923,4.884299,4.887379,4.7518015,6.4690747,4.70236,5.502458,4.9954486,5.7560983,4.540327,4.65946,4.0381007,4.08092,3.7282534,4.2292066,6.0323877,7.0171905,9.329196,7.5562267,7.8152165,6.988585,7.040317,6.1639867,4.642581,-1.427412,-1.0620925,-0.063921906,-0.17759793,-0.30554882,-0.36461934,-0.12548532,0.10085337,-0.14345488,-0.14906932,-0.11739498,-0.054199908,0.07525632,-0.096447475,-0.07368662,0.0696137,0.023111604,-0.015378369,-0.08318279,-0.10266562,0.013538475,-0.0030894526,-0.02964312,0.0014778147,-0.07186658,-0.020705426,-0.010485441,-0.07436324,-0.010938062,-0.0048180516,0.003960346,0.011122351,-0.0649678,-0.039906997,-0.0461896,-0.070783384,0.07324029,-0.0049197925,-0.063527495,0.031305816,17.051033,5.588515,3.9062638,3.4023564,3.2037258,1.4144635,2.4831018,1.5342821,1.4742502,1.3746006,1.2812327,1.6515827,1.2214177,1.1445875,1.0658052,1.1383001,0.9132637,1.0399793,1.0339112,0.93382615,1.1284939,0.97631025,1.0202096,0.9601287,1.0507641,0.8622449,0.80698484,0.8152717,0.7767762,0.65659934,0.8083696,1.2489449,1.3204587,1.6948975,1.2214346,1.3279729,1.1073488,1.2319188,1.1964759,0.89745605,0.07567523,0.10297067,1.2300619,2.3516037,110.29411764705883,1,naufal_Buka
-0.0036066347,0.1166689,0.013611632,-0.32788878634633406,16.05845769892317,0.11672463,0.02828395113031915,0.028468793460422644,1.8770194,671.6311107063623,513.9249183402994,956.9127336601682,696.3814779070349,20.420733217274485,11.459214101245447,1371.9248670212767,1204.248759606977,0.32102054,0.4648734,0.33919567,0.3364513,-337.19388,85.65843,0.7111664,10.686948,-0.33986416,12.153616,10.804434,-0.7948324,1.3098899,2.2346056,2.9781404,5.2886815,-0.2657963,1.4281275,-1.4779816,2.3162606,2.932647,0.6042415,-0.52482456,1.1692278,-0.00125745,1.1740793,-0.8168497,0.9530205,-1.922266,1.4132148,1.0616657,1.6313983,-0.024682766,-0.76919425,2.1097894,0.14699556,-0.16182859,1.9447879,-0.3737224,1.7306665,1.4966116,3.382464,1.0436692,2.8571265,144.08653,62.7225,17.536623,17.583633,14.74089,11.638823,13.564082,10.483968,8.809077,6.144231,7.0367603,7.585752,6.209943,4.5626493,7.45217,5.7768755,5.6768923,5.569838,4.6929846,5.178731,5.5310936,5.6891584,3.4162219,3.3519886,4.9460425,3.7195084,3.854594,5.327097,3.9649515,3.750621,3.8307388,3.5329704,2.746878,4.040036,4.6438575,6.300477,4.7238617,5.028986,3.9682653,5.5194583,-1.6619662,-1.2261593,0.023826893,-0.041073143,-0.21356326,-0.30001563,-0.20588127,0.0053353515,-0.06464321,-0.1057525,-0.12214591,-0.12001127,-0.054299,-0.057192273,-0.035910413,-0.11386593,-0.13699882,-0.034994353,0.0546101,-0.053402673,-0.08732818,-0.01641315,0.022301016,-0.010966996,-0.058469266,-0.022243408,-0.028757187,-0.0028950914,-0.039088324,-0.07494905,-0.050034665,-0.055161383,-0.05856019,-0.0027652853,-0.00512253,-0.019411169,-0.013533526,-0.010066331,-0.025695167,0.0088200085,14.601269,4.9477882,3.504083,2.9174721,2.660234,1.6270734,2.153683,2.175876,1.4226125,1.0900589,1.5619215,1.0943289,1.091349,0.892188,1.1237408,1.3388367,0.9176842,1.1180228,0.9654259,0.9424634,0.86471534,1.0668151,0.6584586,0.5370658,0.9299192,0.6254183,0.66811717,1.0401592,0.62053275,0.7133333,0.66846144,0.4517664,0.4621969,0.68918806,1.0648524,1.227093,0.95389277,0.76813424,0.72316974,0.8473812,0.06449978,0.097079195,1.0204312,1.961629,208.33333333333334,1,naufal_Buka
-0.0012700361,0.16932063,0.028669477,0.25441270427564994,12.661082551782933,0.1693254,0.01501724567819149,0.023619754663974757,1.9958622,374.23149228654216,527.5727160709968,518.2373203862652,711.3277744918447,18.50192671541072,8.256187286021497,644.6974734042553,989.656057666163,0.64027023,0.4779095,0.13968761,0.26970217,-348.7047,48.995575,3.295876,1.5671638,-1.1908566,1.38018,5.630027,-4.2887263,0.7470217,0.06594455,-1.2799827,0.5139241,-3.7249072,-0.017420495,-3.7881656,-1.3459566,0.22944373,-1.8625282,-1.4008986,-0.628504,-3.5040734,-0.58015597,-2.2551436,-1.0760217,-2.0266414,0.35402566,-0.7649368,0.3833577,-1.0327095,-1.0054661,-1.2530607,0.43345228,-0.89076656,0.32495514,-0.45365095,1.0759754,0.45175138,1.8248833,1.6103694,2.027659,169.23611,66.88283,14.051135,14.640394,12.654805,6.964051,12.218482,10.574389,4.626404,2.9329271,4.406595,6.034029,7.4548593,4.5678306,7.103903,3.9625854,4.319992,4.788893,3.6690378,2.9405856,5.8961797,3.4676056,5.1450043,2.487058,4.366097,2.1521823,2.612372,3.3158295,3.173696,2.5571008,2.7474988,2.4268973,3.4040623,1.9752135,3.2557766,3.8352246,3.442143,4.3928156,5.466807,5.210228,-0.8306927,-1.2588712,-0.5541522,-0.5035003,-0.27773395,0.044892695,-0.19667609,-0.1488819,-0.085983254,0.023650393,0.100001805,0.09884441,0.1038265,0.103735164,0.005662127,0.012683998,-0.07050892,-0.06222391,0.056136176,0.061610863,0.054018866,0.09319881,0.064452544,0.051263876,0.03633215,-0.040716693,-0.038052186,0.049872216,0.11717002,0.07334389,0.008554336,-0.030595073,0.045041297,-0.024562845,-0.08517683,0.026324028,0.10217125,-0.010822096,0.033849895,0.059714545,19.629051,6.0304637,2.7416,2.1764836,2.3954713,1.3575673,2.1351805,1.6202066,0.94270015,0.6178674,0.6359917,1.1044568,1.1463652,0.9704625,1.2142324,0.85001975,0.8981868,1.0045075,0.7698805,0.5548499,0.89466083,0.5560809,0.86553437,0.39862984,0.7890889,0.35878798,0.50561714,0.72365737,0.43648943,0.41268137,0.46248344,0.34138528,0.66314447,0.24356112,0.6305907,0.634135,0.74151367,0.67242146,1.1414561,1.0255071,0.08397978,0.14676988,0.8378875,2.6808102,156.25,1,naufal_Buka
-0.0065143877,0.07945535,0.006313153,-0.043727296020394525,16.972215149186027,0.07972195,0.026180186170212765,0.02906681773006447,1.7512326,578.0133564503577,477.93969221669835,831.2235253530216,669.4589517358696,18.493354405358204,11.242392642246124,1129.4880319148936,992.2827069950611,0.37419385,0.48201185,0.33005664,0.33823138,-364.6833,83.63083,-4.723323,12.632005,0.840033,9.805913,10.25653,0.12755634,3.9182208,0.12446825,-0.06781098,-1.0081905,-2.002199,2.7729044,-0.92492473,0.3954533,1.2686734,4.38177,-1.9790267,2.2775424,-0.40717617,0.65008706,0.23884566,1.431809,-1.1591259,2.6489851,-1.0584294,1.618948,0.12649159,2.9452856,0.8586567,3.241009,-1.4772414,2.1344202,-0.10402446,0.76307654,-0.24947435,2.8473008,1.6946626,1.6530093,169.32704,68.94228,13.742184,16.908737,13.010704,9.36145,11.231852,8.752344,7.304569,6.7215443,6.370951,5.9282517,5.856533,4.4767447,5.7557025,5.5894957,4.0407934,5.734467,5.715764,5.6727753,3.3128414,6.1094947,2.7338054,5.105611,4.207686,4.502399,4.2993636,4.063492,3.210942,3.8199437,3.836757,4.212139,4.295354,3.4477165,3.0944493,2.5810516,3.5628548,4.071402,3.1900256,3.2190244,-2.1743598,-1.1750252,0.05222904,-0.33028135,-0.04520434,-0.15534832,-0.21037202,-0.044897303,-0.10923671,-0.10971002,0.011076785,0.02505207,0.06779713,-0.06378903,-0.11002516,-0.013576244,0.0037766087,-0.066722,0.031677164,-0.021250417,-0.09780896,0.010872661,-0.031758223,-0.06059256,-0.028875034,-0.026763573,-0.04503164,-0.0068550175,-0.018418327,-0.08492675,-0.0946192,-0.07139006,-0.010577931,-0.057947736,-0.04359996,-0.009913412,-0.061856076,-0.007077093,-0.0041686776,-0.064028926,14.495759,5.243999,2.3645396,2.405944,2.7399201,1.3336532,1.7059664,1.613877,1.5820867,1.1261489,1.0802226,1.3144675,1.1816877,0.73549336,0.7833614,1.2395723,0.7272683,0.97023773,1.208543,0.7511631,0.70263004,1.1830081,0.5367584,0.90403193,0.7324802,0.67674524,0.82833624,0.61923814,0.6282753,0.5653928,0.7490578,0.6204459,0.7369707,0.5574452,0.69412535,0.3868697,0.68006164,0.80540794,0.52169293,0.57430774,0.04877194,0.062917575,0.9012428,1.5862024,187.5,1,naufal_Buka
-0.008070197,0.11037268,0.012182128,-0.35565321598481925,20.449246654467988,0.11066732,0.01594705784574468,0.014418166188107671,1.8177212,585.3715487855907,489.1403350674203,1005.5119488703768,697.2175457436114,19.97332680867626,11.00980824154418,1265.9574468085107,1113.1646920678986,0.2888132,0.451487,0.390542,0.36559942,-366.84912,80.61179,13.785824,27.696642,13.238427,9.426667,13.234173,3.1343644,5.0824146,2.5393782,0.9685277,3.387929,0.243863,4.2536426,1.8768499,2.3891697,2.8989413,0.6344037,-1.6976817,2.535643,-1.5530117,0.03546352,-0.69334227,0.7519671,-0.94702417,2.3961823,0.16140471,2.3750494,-2.932359,0.4108759,-1.2636675,-0.4729926,-0.54398936,0.29600886,-0.4865994,-0.090829045,0.73131186,1.1808997,2.3641043,2.4523022,113.507965,58.731434,17.86885,19.151175,10.90514,7.8231893,9.671889,8.230645,10.930924,6.579401,8.451954,8.090093,5.245345,5.3177795,4.1882687,4.8550286,4.5172133,4.339121,4.0052176,3.8005064,4.072541,4.6455727,4.646472,3.7341986,3.256445,3.5567865,3.2404993,3.6022546,4.7249894,4.6846967,4.2131414,3.3525991,3.6301134,2.8447573,3.5005238,3.4251277,4.2820344,6.37122,6.0552998,6.2279415,-2.261071,-0.43612313,-0.07080875,-0.6156393,-0.131177,-0.14260338,-0.1451606,-0.14990686,-0.2712638,0.034345295,0.14088386,-0.24773751,-0.0832186,-0.015909074,0.055008918,-0.14744294,-0.037668347,0.054386675,-0.030840669,-0.05745547,-0.12726691,0.07358069,-0.09390592,-0.07593078,0.0286736,-0.08445984,-0.024144147,0.03966707,0.025297398,-0.060491588,0.010034112,-0.014581895,-0.085458696,0.008799861,-0.046531346,0.007079657,-0.060250398,-0.03850227,-0.04670271,0.030862367,11.985965,6.135036,3.1501055,1.6748216,1.6351074,0.92971474,0.8956005,1.5769179,2.1264195,1.198749,1.723049,1.267735,1.0769199,0.9398954,0.85854113,0.8609418,0.72572875,0.90263116,0.5236681,0.61370796,0.7117255,0.88977766,0.714273,0.71533066,0.6442966,0.5110035,0.5146781,0.6963493,0.9045036,0.9146287,0.89375865,0.64751095,0.6805924,0.57066005,0.6778037,0.70685714,0.9058848,1.3208433,1.2547257,1.213395,0.06359718,0.090377,1.1412759,2.3848999,110.29411764705883,1,naufal_Tutup
-0.0047327606,0.11481127,0.013181628,-0.992840006174815,23.93750201380518,0.11490878,0.011381108710106383,0.012937939108891466,1.9734616,373.14398648425106,407.0948012296966,670.3187397626091,693.2508214154232,17.602298278847687,10.268954276843907,770.8610372340426,922.2344150230172,0.47945997,0.49884456,0.23968029,0.3370051,-398.24277,66.70307,9.231858,18.53294,8.866555,6.4799323,11.169272,0.67785794,3.8571439,0.21658203,-0.08091413,1.5285791,-0.48212066,3.457009,1.2283348,1.8232322,3.1585023,1.1634293,-1.2182488,0.71675783,-3.1516924,-0.15087824,-0.8143275,0.30427846,-0.74268794,0.5122001,-0.5425475,-0.04726404,-2.3830652,-0.39982706,-1.2107164,-0.40831855,-0.05105595,0.026206037,-0.67220306,2.0992603,2.6213317,4.0616407,5.015428,3.4787786,118.08752,67.98629,15.943436,18.962616,10.160205,8.690375,12.09182,5.927846,7.267492,6.15136,7.6439323,7.3055215,6.9613123,5.5216436,4.4599185,4.051787,4.7123756,3.7627187,4.7213845,3.4687543,4.829888,3.1762955,2.7218456,1.897259,2.5289435,2.1654134,2.6571038,3.418423,4.380822,3.9204037,3.3519843,3.423635,2.2523918,2.206251,2.8854764,3.8361564,4.7819395,5.888633,7.7871885,7.0880485,-0.9820757,-0.94673306,-0.42647195,-0.365348,-0.16810478,-0.13344702,-0.17284255,-0.08602752,-0.08142486,-0.060963977,-0.11721527,-0.12302348,-0.0472802,-0.12608546,-0.07983911,0.04137723,-0.0634265,-0.03684003,-0.016687531,-0.04916984,0.025174333,0.0054696943,-0.025043223,-0.0039581405,-0.029206382,-0.008088371,-0.042099524,-0.08931639,-0.00062769523,-0.00024356741,-0.037717905,0.025466098,0.0012093427,0.0018934722,0.050616365,0.0340076,0.0009076519,-0.046380784,-0.069848515,-0.028648194,12.229289,5.4588437,2.5338554,1.9537835,1.408432,1.4890012,1.2814945,1.1938118,1.3454615,1.2336361,1.6199219,1.6167978,1.5342915,0.9536703,0.9593182,0.6168066,0.68398005,0.73567355,0.7929604,0.5902349,0.72541445,0.6262887,0.47904056,0.3372532,0.41539857,0.35042676,0.4398193,0.64342535,0.7656002,0.9255439,0.60125345,0.73768085,0.3651738,0.39012167,0.5903175,0.5873305,0.64330465,0.785767,1.2576597,1.3181906,0.059785396,0.097946554,0.86147225,2.0999289,104.16666666666667,1,naufal_Tutup
-0.0025307008,0.097057216,0.009420103,-0.6494479159836322,41.456699863768065,0.097090214,0.00825922539893617,0.013316948377049465,1.964303,300.7687415062329,380.6066780029256,543.0610181927711,668.5394053739403,19.170100103666016,8.641668318567877,630.9840425531914,863.8749940320326,0.58548844,0.49225116,0.21194048,0.32472864,-417.6497,49.858845,7.0489144,13.923208,6.7601304,4.9994626,8.37353,-1.1531507,1.7161865,1.6961122,-0.2294956,1.1188867,1.5630207,3.7835207,1.131405,0.18718,1.0772154,0.3917572,-0.4964946,0.02801952,-0.92713994,-0.19939154,-0.2154232,1.2472372,-0.59638256,0.43992695,-0.577241,0.9575846,-0.09013582,-0.011329651,-0.7012186,-0.18393321,0.6757105,2.1523798,0.83024365,1.9293429,2.0607944,2.1529272,1.5690118,0.8396779,105.605225,62.889847,14.87753,17.626482,12.618307,8.636796,11.669456,8.328305,6.380451,7.1674476,8.342557,4.3214526,3.7786074,5.372828,4.568576,2.5424614,3.3089576,2.9986703,3.3867059,3.730827,3.2806046,2.780813,4.544302,2.926269,2.939221,1.9287869,3.9284935,3.4617252,2.607839,2.868602,2.234657,3.3173106,4.7049866,6.883237,4.407503,5.749115,4.987152,5.486284,5.133062,2.826261,-0.80154824,-0.83950466,-0.41509563,-0.3139545,-0.27408272,-0.18310408,-0.117364354,-0.086364865,-0.13572147,-0.1455624,-0.09106083,-0.032681275,-0.057034113,-0.15139242,-0.08933808,-0.027961046,-0.112315215,-0.07313375,-0.019136757,-0.05285802,-0.031084847,-0.035442945,-0.033898078,-0.004725838,-0.029041605,-0.005149301,-0.01478846,-0.03712918,0.021083016,0.016433328,0.0044707693,-0.004505908,-0.04425007,-0.026572552,0.0021252073,-0.03079631,-0.049381804,-0.05823746,-0.014727659,0.021831447,10.353877,5.0746794,2.394727,1.7453662,1.9268408,1.0936098,1.2690811,1.3205676,1.2483348,1.15069,1.449074,0.7882992,0.68629134,0.5394308,0.64963895,0.52442765,0.74167335,0.68014264,0.6147474,0.6499841,0.5591466,0.53552455,0.7911899,0.5044616,0.42739183,0.25988385,0.71413213,0.47846663,0.52817035,0.6198064,0.3894945,0.6603944,1.0107353,1.4292161,0.9943872,0.8879755,0.92487,0.99129784,0.9761164,0.4276625,0.04138157,0.08767767,0.7277882,2.3171964,267.85714285714283,1,naufal_Tutup
-0.0048562335,0.13728733,0.018847812,-0.9266492245082081,15.12383063294496,0.1373732,0.010066904920212765,0.01581524328213696,1.874434,226.4060207420316,350.77351398865966,383.11680042032174,544.9718613637644,19.775387722237078,7.509805223813362,413.2313829787234,753.0020019534873,0.6282055,0.4827258,0.13706857,0.287483,-414.7729,52.83516,9.289383,14.567373,3.621608,3.651229,8.041642,-0.7495164,0.61532474,1.0312554,-1.6655997,-1.661946,-1.061789,1.653257,-0.098317005,-0.3644847,1.0868722,0.44661725,-0.4457158,-0.70497626,-1.6597425,-1.8199745,-0.51135993,-1.1864978,-1.2864821,1.5216935,-1.4937148,-0.06824112,-0.7367163,-2.0602858,-0.08970605,0.4518354,1.4110861,4.4151773,4.4362717,5.1683297,3.039056,1.4471229,1.3682286,-0.64757377,119.238686,71.65591,22.18413,20.383753,9.264572,7.1040936,11.59741,8.764624,6.3194523,5.6157594,7.8755765,7.395863,5.9873285,4.0591693,3.2005126,2.7094288,3.3929331,3.3664072,1.9598583,3.1085217,4.2515597,5.776982,2.7103252,3.6096332,3.2410345,3.611255,4.119232,2.7442033,3.1110353,5.449896,5.4626203,7.078272,9.016507,11.389735,10.006006,10.780384,8.54219,5.2112985,3.9191263,3.9713,-0.15776318,-0.6137181,-0.41347703,-0.27605662,-0.31388742,-0.1263447,-0.13210407,-0.18702771,-0.19379929,-0.18851577,-0.20304842,-0.1963753,-0.16750233,-0.12675074,-0.123037055,-0.022161322,-0.032478165,-0.0114340605,-0.0081651,-0.07954145,-0.11114673,-0.109767,-0.050200656,-0.0603282,-0.053390585,0.024237186,-0.083845384,-0.10146405,-0.02361933,-0.036101326,0.020357937,0.121375024,0.18036214,0.14087762,0.060529474,0.068169825,-0.020257594,-0.01032126,-0.04597783,-0.07150502,15.850055,6.944842,4.3554792,1.7461264,1.8739154,1.1185784,1.1586574,2.0142694,1.4860816,0.9263127,1.9362156,1.8036457,1.2740272,0.65353,0.8135083,0.34386683,0.5374481,0.53599995,0.3208746,0.7034301,0.9963929,1.2782525,0.4031361,0.7457344,0.59265757,0.721368,0.7541455,0.51017433,0.58908343,1.0022416,1.2378887,1.768629,2.3044884,2.597333,1.9990463,1.7416408,1.5643222,1.0091689,0.7991247,0.68896466,0.071403906,0.1171385,0.79677135,2.4078956,89.28571428571429,1,naufal_Tutup
-0.0031809695,0.16064733,0.025807567,0.3062527374272434,13.27627015388833,0.16067882,0.008809840425531915,0.012784288819476604,1.9269825,268.96440081668436,374.5847751997157,469.12692968348773,629.9661990817077,20.53213400078545,7.777266515639377,511.22007978723406,789.7662151517625,0.61751634,0.4854891,0.13445394,0.28206944,-389.08902,46.943054,8.732233,8.127911,4.3617883,3.7435188,5.7155156,0.35888177,-0.99723685,-0.46693015,-1.8834504,-0.61792725,-2.1013954,-0.14700785,-1.2447455,0.16415228,1.1288562,-0.4775489,-0.05101092,-1.599236,-0.5315622,-1.800507,0.23013918,0.17027125,-0.40624952,1.2461636,1.3561312,2.4670591,3.4302874,4.789237,4.962168,3.89068,2.5925605,2.0914905,-0.211757,0.8333229,0.39211994,0.29629058,0.17066497,-1.4848938,107.633896,62.844807,16.27009,12.411567,8.916356,7.3052177,8.986226,7.11154,6.902798,5.2223635,6.2934413,5.0465193,6.8276267,3.531225,5.2510314,3.8816502,3.5504894,2.570764,2.6224446,4.4159803,3.2902918,4.584091,2.3392231,4.7485123,2.9680219,4.707264,6.592605,6.600782,7.316468,8.869178,9.847879,9.360594,6.874494,3.9448235,2.274774,2.3236089,1.6685697,2.0755792,1.9312018,4.117653,-0.27626523,-0.8336998,-0.4364465,-0.25498465,-0.28551105,-0.072707966,-0.0666329,-0.28152892,-0.175102,-0.09430125,-0.12385707,-0.15748401,-0.13002095,-0.12489555,-0.0816527,-0.06347731,-0.11209587,-0.08416523,-0.031057296,-0.06340392,-0.007811503,-0.04605366,-0.07321916,0.041244842,0.008587216,-0.05314068,-4.8368533e-06,-0.034117956,0.026716612,0.0012029764,0.025054453,0.045281943,-0.00022981015,-0.0180315,0.007087804,-0.024089027,-0.0047694924,0.053923085,0.0013043158,0.00028675035,14.718033,6.407492,2.5754592,1.5560588,1.5767746,1.3503603,1.2450819,1.5808475,1.2945704,0.9142217,1.1417024,0.98035735,1.396016,0.6438588,1.003667,0.67713535,0.525291,0.5620584,0.37551513,0.72110647,0.61814135,0.73879045,0.4556704,0.91632164,0.5638654,0.9537248,1.364924,1.3322607,1.391628,1.3517084,1.49341,1.5505856,1.1808705,0.648516,0.43600312,0.44274023,0.27952272,0.37504593,0.29642412,0.84889185,0.077592395,0.14044523,0.7436898,2.7419038,98.6842105263158,1,naufal_Tutup
0.000984423,0.1098469,0.01206634,-0.25137396158644026,32.72178098692827,0.1098513,0.013240733045212765,0.016821008434971394,1.9982349,374.3209949111703,453.21504276637506,662.8518678984407,756.6197429479694,17.04755730549788,9.920058287165492,800.1994680851063,1063.6186625610333,0.5441343,0.4965083,0.22267832,0.3253852,-397.94125,54.331448,10.315197,12.262778,7.6381106,5.0686674,7.4257565,0.5642344,3.3140779,0.15340771,-0.21217884,0.8183737,-1.1530244,1.6239064,0.31035528,0.08381067,2.2189493,0.24969468,-0.14349481,0.9692069,-1.3377451,0.38270056,-0.3328009,0.95706844,-0.32199794,0.7247788,-0.8901829,1.6088432,0.14202102,0.7521852,0.44182983,1.1584924,1.9047489,3.0239458,1.9455404,2.3151126,1.0544556,0.789199,1.2208288,0.729825,109.687744,62.8576,14.144548,15.762996,9.564476,7.260071,8.852397,6.50732,5.9114194,6.1639633,7.6416655,6.8807087,5.702653,3.9401367,4.5789437,2.6057684,4.0682216,3.64832,1.8448192,2.680282,3.0588763,3.8023527,2.966991,3.39884,2.8706632,2.340138,2.9363155,3.2326684,3.540047,2.7360482,3.025402,4.916685,5.137382,5.7011824,3.8327243,5.019981,5.129532,3.9914997,3.6786165,2.4509954,-1.0442424,-0.96310717,-0.30097464,-0.251447,-0.20168185,-0.10539558,-0.12077957,-0.14551868,-0.1292794,-0.03405077,-0.09050527,-0.16441242,-0.06088906,-0.07623083,-0.07324299,-0.032939132,-0.08219512,-0.03540317,-0.02364399,-0.05152187,-0.05358553,-0.06244291,-0.049553137,-0.032615248,-0.052574106,0.008191421,0.0016484413,-0.063586116,-0.053661533,-0.049859453,-0.06284215,-0.040873278,-0.035517976,0.0023022003,-0.00626756,-0.03220579,0.0225562,0.029894529,-0.03209226,-0.034446187,11.301515,5.195371,1.8569772,1.9168713,1.193433,1.089951,0.8346432,1.2816365,0.9963684,1.1714545,1.6723571,1.3663567,1.1896347,0.7318326,1.0048721,0.4557879,0.50327957,0.73483396,0.31008616,0.5281712,0.53618586,0.78956765,0.40220478,0.70404255,0.46975273,0.4595934,0.52530164,0.5574544,0.7297212,0.47732762,0.57654804,1.0768378,0.99246824,0.8399864,0.5974258,0.89892375,1.1293333,0.71822333,0.6610041,0.42201796,0.05025969,0.09750659,0.7886553,2.1753016,187.5,1,naufal_Tutup
