mean,std,skew,kurtosis,rms,zcr,label
0.03460503,0.1809304,2.0291114765030973,8.9087546831663,0.14784484,0.0330332880434782,buka
0.030874213,0.1471543,1.8707387553729025,7.919638495173666,0.11814023,0.0335381086482558,buka
0.030876227,0.14715542,1.870702367687253,7.919472937302464,0.11814145,0.0336289516715116,buka
0.03336553,0.15632708,1.7923864100808358,7.179305981146889,0.12822741,0.0350244915674603,buka
0.033273786,0.15634015,1.7935816049833602,7.186730494783635,0.12819637,0.0348384796626984,buka
0.033436485,0.15634876,1.7916856403443415,7.174592895361895,0.12827343,0.0352725074404761,buka
0.04185767,0.24555235,0.2785704284164791,2.614379946077892,0.20789158,0.0275971617879746,buka
0.033378027,0.15636367,1.792336459958752,7.178646103771602,0.12825945,0.0351484995039682,buka
0.04178666,0.2455555,0.2787379534925693,2.6158770820892467,0.20786746,0.0274982693829113,buka
0.033056255,0.15616217,1.7955983261305448,7.200135000735655,0.12797394,0.034086681547619,buka
0.033400003,0.15633616,1.7920579097825289,7.177013299852513,0.1282485,0.035094246031746,buka
0.033420127,0.15634392,1.791834839214656,7.175460812210512,0.12826355,0.0352105034722222,buka
0.033089187,0.16000174,1.793125295102146,7.191149372087043,0.130427,0.034899259868421,buka
0.043616343,0.25224268,0.3140178376727901,2.643117878422313,0.21305676,0.0260761916035353,buka
0.04432631,0.25759083,0.2900804637208321,2.6595233824607023,0.21884249,0.0264875856164383,buka
0.044428654,0.25762218,0.2898521788392982,2.657440403125471,0.21890654,0.0267016267123287,buka
0.03295772,0.16001193,1.7946277826095187,7.200127956500355,0.13038237,0.0345737390350877,buka
0.032822818,0.15993494,1.7960746811642665,7.209535743376666,0.1302692,0.0341368558114035,buka
0.032998912,0.15997232,1.7940267092274265,7.1965088369714,0.13036992,0.0345737390350877,buka
0.04425177,0.25756523,0.2902554322051267,2.661014828804542,0.21879376,0.0265946061643835,buka
0.04434253,0.25761884,0.2900728469605356,2.6590240442947053,0.2188718,0.0264875856164383,buka
0.04419578,0.25760147,0.2903231844481608,2.662268126010132,0.21880218,0.0264875856164383,buka
0.044370793,0.25758988,0.2899984121419873,2.6585377402967607,0.2188588,0.0264340753424657,buka
0.033058994,0.15999065,1.7934840931692613,7.192839252522951,0.13040681,0.0347621984649122,buka
0.04362979,0.25223944,0.3139847372698399,2.6428113976397354,0.21305966,0.0261156486742424,buka
0.044196375,0.25753,0.2903608247962442,2.662354138275198,0.21874543,0.0265410958904109,buka
0.042962965,0.25074518,0.2862579167940453,2.787191124634675,0.21238714,0.0260967548076923,buka
0.04300066,0.25072426,0.2862705660048604,2.7860014693253143,0.21238613,0.0260516826923076,buka
0.034512244,0.1574302,1.77700189389943,7.4507538348713,0.12827581,0.0349590594951923,buka
0.043128103,0.25067705,0.2858900936354792,2.78299705058058,0.2123951,0.0260516826923076,buka
0.034510292,0.15748209,1.7770175427882458,7.451277356461343,0.12831086,0.0349496694711538,buka
0.034510292,0.15748209,1.7770175427882458,7.451277356461343,0.12831086,0.0349496694711538,buka
0.034609437,0.15746363,1.7758951135283447,7.44434593049159,0.12834045,0.0356914813701923,buka
0.034580573,0.1574632,1.7762296438022842,7.446248010957912,0.12832819,0.0349590594951923,buka
0.034598403,0.15745631,1.7760392626511754,7.445275182947036,0.12832996,0.0355412409855769,buka
0.043571264,0.25225866,0.3141223552692686,2.6440303684565807,0.213052,0.0259578203914141,buka
0.03465667,0.15746593,1.7753817149285902,7.441426825866959,0.12836127,0.0359168419471153,buka
0.043126486,0.25067785,0.2859234422454285,2.7830678111567018,0.21239553,0.0260516826923076,buka
0.03429247,0.15742898,1.778986709557835,7.4636075088835,0.12818348,0.0339449368990384,buka
0.034636315,0.15745898,1.7755878191473924,7.442732636478773,0.12834743,0.035991962139423,buka
0.034657434,0.1728953,1.7868446824214093,6.981557353459927,0.14102039,0.0338433159722222,buka
0.034394085,0.17292008,1.78963682637259,6.997657694592247,0.14093424,0.0339301215277777,buka
0.04345398,0.25231656,0.292630228398003,2.8316011792913605,0.21537082,0.0268389168432203,buka
0.04421301,0.25194556,0.2912475307241768,2.811493180866746,0.2153649,0.0264002913135593,buka
0.04410703,0.25214323,0.2915717156933145,2.814873992284257,0.21548137,0.0267975370762711,buka
0.034547184,0.17286028,1.7879012120526991,6.987810029318011,0.14095104,0.0336697048611111,buka
0.042617172,0.2522717,0.3157105454124502,2.6657105643640104,0.2126899,0.0251637468434343,buka
0.04437519,0.25199518,0.2909565949967836,2.808042217774986,0.21546377,0.0265327065677966,buka
0.03404423,0.17265642,1.79298371447865,7.019801031242652,0.14059538,0.0332465277777777,buka
0.0346038,0.17285885,1.7873068617737264,6.984470123293768,0.14097266,0.0339952256944444,buka
0.034571446,0.17287748,1.7877356166717029,6.986644436822907,0.14097352,0.0339301215277777,buka
0.04192642,0.2512228,0.2936279265498732,2.872094893094599,0.21385685,0.0253244173728813,buka
0.044401612,0.2519499,0.2909077793067672,2.807357602023989,0.21543775,0.0266651218220339,buka
0.04392946,0.25211155,0.2921144848361288,2.818510886982869,0.21539277,0.0266154661016949,buka
0.044375498,0.2519479,0.2909764204425887,2.80787031040615,0.21542677,0.0265327065677966,buka
0.04562976,0.26232517,0.3259747806194562,2.655528306146038,0.22529635,0.0260815890330188,buka
0.045351066,0.26225328,0.3264481662913941,2.6610974030262358,0.22513962,0.0260815890330188,buka
0.04362979,0.25223944,0.3139847372698399,2.6428113976397354,0.21305966,0.0261156486742424,buka
0.043120287,0.2520451,0.3150206145700324,2.6531918695184817,0.21270971,0.0252870501893939,buka
0.043558612,0.25227672,0.3141410638088888,2.644422523633815,0.21306057,0.0259972774621212,buka
0.04360785,0.25222394,0.3140200198028392,2.6432097831643877,0.21303855,0.025918363320707,buka
0.030823508,0.14715786,1.8714218413865504,7.923532784978546,0.11812005,0.0333110010901162,buka
0.030818123,0.14715515,1.8714155878918184,7.923522800400674,0.11811548,0.0332655795784883,buka
0.030758932,0.14786203,1.8619926587903857,7.825397902867106,0.1188133,0.0324391084558823,buka
0.04194137,0.25197697,0.3169050920307722,2.682570289932836,0.21218029,0.0248826152146464,buka
0.04362979,0.25223944,0.3139847372698399,2.6428113976397354,0.21305966,0.0261156486742424,buka
0.030877218,0.14715439,1.8706988936230644,7.9193392105564175,0.11814147,0.0335835301598837,buka
0.04194137,0.25197697,0.3169050920307722,2.682570289932836,0.21218029,0.0248826152146464,buka
0.030860864,0.1471536,1.8709150961860328,7.920676350814894,0.11813379,0.0335835301598837,buka
0.043581612,0.252247,0.3141089326316642,2.64387198972845,0.21304679,0.0260367345328282,buka
0.030850893,0.14716013,1.8710392273648992,7.92128731995763,0.1181345,0.0334415879360465,buka
0.0,0.0,1.871363714070976,7.923449636290919,0.0,0.0,buka
0.030790122,0.14712375,1.8716882007770528,7.925611952624209,0.11808041,0.0333564226017441,buka
0.04354568,0.25225052,0.3142056409243328,2.644566771751899,0.21303609,0.0259578203914141,buka
0.043532196,0.2521887,0.3142110947903318,2.6446446169662714,0.2129821,0.025918363320707,buka
0.04332601,0.25213388,0.3146900352764727,2.6491357899407277,0.21285811,0.0255237926136363,buka
0.041278377,0.25233027,0.3171130678693409,2.7023676365389626,0.21216713,0.0242956912878787,buka
0.043496497,0.25220853,0.3142906766711388,2.645488688601848,0.2129833,0.0259578203914141,buka
0.030835351,0.14714792,1.8712140813590257,7.922363766684537,0.11811806,0.0334415879360465,buka
0.04333312,0.25213122,0.3145764313822077,2.648596577225187,0.21286009,0.0255237926136363,buka
0.04347283,0.25225973,0.3144136352694152,2.646125230741424,0.21301353,0.02587890625,buka
0.030827887,0.14712557,1.8712038491930263,7.922445800178444,0.11809853,0.0333110010901162,buka
0.043464456,0.25224823,0.314376404121503,2.646239268385145,0.21300192,0.0257999921085858,buka
0.043615658,0.25224912,0.3140152570513469,2.6431360369361645,0.2130619,0.0260761916035353,buka
0.0,0.0,1.092656384537308,5.2830531201316004,0.0,0.0,buka
0.030828198,0.14714134,1.8712975120232695,7.922970203327036,0.118110135,0.0333564226017441,buka
0.0,0.0,1.871553282187671,7.924529764959469,0.0,0.0,buka
0.03077843,0.14711633,1.8718090523520727,7.926089326591901,0.11807035,0.0332655795784883,buka
0.030863015,0.147142,1.870835493493132,7.920163097797499,0.11812655,0.033447265625,buka
0.043571264,0.25225866,0.3141223552692686,2.6440303684565807,0.213052,0.0259578203914141,buka
0.030810948,0.14791791,1.861503818373456,7.82198776559393,0.11887881,0.0325769761029411,buka
0.030855633,0.14715883,1.8709820015486107,7.921021303277868,0.11813524,0.0334870094476744,buka
0.04359587,0.25225416,0.3140625365650774,2.6435405950839828,0.2130578,0.02587890625,buka
0.04355354,0.25220513,0.31413853092648,2.644339927952391,0.2130034,0.0259972774621212,buka
0.039627492,0.2534439,0.3181726116217213,2.7616041836832874,0.21226844,0.023052793560606,buka
0.030857058,0.14788683,1.860999516204255,7.818355683186521,0.11887708,0.0327722886029411,buka
0.043242633,0.2523145,0.3147026342086186,2.651538993195783,0.21296851,0.0254448784722222,buka
0.028591339,0.14626367,1.8926243860680776,8.090699089740264,0.11649021,0.0254308363970588,buka
0.043242633,0.2523145,0.3147026342086186,2.651538993195783,0.21296851,0.0254448784722222,buka
0.043608762,0.2522613,0.3140311157826005,2.643376667605198,0.21306786,0.02587890625,buka
0.043518238,0.25222138,0.3142586037241057,2.644972509666248,0.2130025,0.0259972774621212,buka
0.030805562,0.14712846,1.871574072153646,7.924501507898793,0.11809113,0.0331293150436046,buka
0.043390706,0.252204,0.3144134652344645,2.647875305149471,0.21293963,0.0258394491792929,buka
0.04322926,0.25213802,0.3146992967202313,2.6513067326865576,0.21282287,0.025326507260101,buka
0.0,0.0,0.31472133567682237,2.6506997329189477,0.0,0.0,buka
0.043266118,0.25206622,0.3147433746334134,2.6500927331513378,0.21278264,0.025365964330808,buka
0.03083459,0.14788963,1.8610955643025893,7.819458302095075,0.11886819,0.0327263327205882,buka
0.04360785,0.25222394,0.3140200198028392,2.6432097831643877,0.21303855,0.025918363320707,buka
0.04360963,0.25224572,0.3140340646034857,2.6432959985696334,0.21305633,0.025918363320707,buka
0.043491192,0.25221583,0.3142563502308389,2.6454822002713376,0.21298827,0.0259578203914141,buka
0.042302977,0.25181165,0.3166119771214062,2.671681838619296,0.21219672,0.025005918560606,buka
0.04354568,0.25225052,0.3142056409243328,2.644566771751899,0.21303609,0.0259578203914141,buka
0.030877218,0.14715439,1.8706988936230644,7.9193392105564175,0.11814147,0.0335835301598837,buka
0.030828198,0.14714134,1.8712975120232695,7.922970203327036,0.118110135,0.0333564226017441,buka
0.043446444,0.25229478,0.3144281771448021,2.6468305145965862,0.21303104,0.0257999921085858,buka
0.043616343,0.25224268,0.3140178376727901,2.643117878422313,0.21305676,0.0260761916035353,buka
0.030705707,0.14708135,1.872648020246998,7.931574713692758,0.118012115,0.0328113644622093,buka
0.030852059,0.14715084,1.8709842021335583,7.921160727498192,0.11812801,0.0334926871366279,buka
0.030773468,0.14710902,1.8719225044139869,7.926693889618532,0.118061975,0.0331860919331395,buka
0.0436029,0.252241,0.3140293164643608,2.643377993470173,0.21305011,0.02587890625,buka
0.03077843,0.14711633,1.8718090523520727,7.926089326591901,0.11807035,0.0332655795784883,buka
0.030823508,0.14715786,1.8714218413865504,7.923532784978546,0.11812005,0.0333110010901162,buka
0.04339964,0.2522139,0.3144376683806758,2.647591465816821,0.21294771,0.0257605350378787,buka
0.030747509,0.14713208,1.8722220235624996,7.929249085303823,0.11806713,0.032680777616279,buka
0.043475613,0.2521536,0.3143253934371496,2.645491801618065,0.21293351,0.0259578203914141,buka
0.030832078,0.1478461,1.8610925294366287,7.8194155925297295,0.11883507,0.0326344209558823,buka
0.04355354,0.25220513,0.31413853092648,2.644339927952391,0.2130034,0.0259972774621212,buka
0.030738646,0.14778832,1.8621569450497824,7.827211335689279,0.118749216,0.0323012408088235,buka
0.04360554,0.2522372,0.3140361518503824,2.643285146650255,0.2130488,0.025918363320707,buka
0.043620553,0.25225213,0.3140246881922445,2.6430614479807844,0.213065,0.0260761916035353,buka
0.04350632,0.25221622,0.3142903525624293,2.645270602668715,0.2129937,0.0259972774621212,buka
0.04353839,0.2522718,0.3142118422781723,2.6448207191198705,0.21304952,0.025918363320707,buka
0.04347283,0.25225973,0.3144136352694152,2.646125230741424,0.21301353,0.02587890625,buka
0.0307466,0.14713477,1.8722098700433385,7.929058661788773,0.118068464,0.032680777616279,buka
0.04337916,0.2523322,0.3144936043003998,2.6485602038513347,0.21303475,0.0255632496843434,buka
0.043617498,0.25222296,0.3140006178692397,2.642993721350102,0.21304192,0.0260761916035353,buka
0.042617172,0.2522717,0.3157105454124502,2.6657105643640104,0.2126899,0.0251637468434343,buka
0.040993318,0.24071404,0.3404596182618084,2.647552771779436,0.20326579,0.0261477352528089,buka
0.03463757,0.15854993,1.702322270086391,6.745340959031324,0.13076873,0.0350446428571428,buka
0.043496497,0.25220853,0.3142906766711388,2.645488688601848,0.2129833,0.0259578203914141,buka
0.041185215,0.24086718,0.3400368108127806,2.643768744128713,0.20345949,0.0262355161516853,buka
0.034468777,0.1585167,1.7041656170493085,6.756375264138862,0.13067105,0.0343191964285714,buka
0.034659665,0.15850264,1.701975984124961,6.743201406370501,0.1307424,0.0352120535714285,buka
0.034491144,0.15856601,1.7040472990502995,6.7554952895779845,0.13071533,0.034375,buka
0.034688763,0.15853076,1.7017209466950731,6.741845706540241,0.13077497,0.0351004464285714,buka
0.041307036,0.24086994,0.3397722429587112,2.6410604998301936,0.20350873,0.0268115783005617,buka
0.041320242,0.24087115,0.339777368079057,2.6407995807869336,0.20351458,0.0268993591994382,buka
